ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENMO10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,HEALTHFAM,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,RELIGN10,STIMULUS,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNFAIRMO10,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,REL5,WHITEREL,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,UNFAIRCARN,UNFAIRBLUNT,WHNCLINC,WHTEVANG,XTEAPARTYID,BLUNTTOOLONG,CARNTOOCLOSE,PRINCIPLES,TAXCUTS10,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
910315.0,Missouri,97.0,Call 3,Complete,Election day exit poll,1.48510229587555,Roy Blunt,Male,White,18-24,Something else,Moderate,"$75,000-$99,999",No high school diploma,No,No,No,,,,,,"Satisfied, but not enthusiastic",,,You will be better off,,,,Strongly approve,,Is not too extreme,None,Helped the economy,,,,Generally going in the right direction,,,Didn't vote,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,Positive,,,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,None,None,,,,,,,No,All others,,,,,Let them expire for all,State questionnaire,Suburbs,Suburbs,3.0,1.0,Midwest,Version 3,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,63129.0
911622.0,Missouri,112.0,Call 3,Complete,Election day exit poll,2.14506387710571,Other,Male,White,18-24,Something else,Liberal,"Under $30,000",Some college/assoc. degree,No,Yes,Yes,,,,,,Angry,,,You will be worse off,,,,Somewhat disapprove,,Understands the needs of people like me,Other christian,Hurt the economy,,,,Seriously off on the wrong track,,,Didn't vote,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,,,,,,Yes,White Born-again/Evangelical Christians,,,,,Let them expire for all,State questionnaire,Rural,Small Cities/Rural,7.0,5.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Downscale,65737.0
890028.0,Missouri,108.0,Call 2,Complete,Election day exit poll,0.688994884490967,Robin Carnahan,Female,Black,40-44,Democrat,Moderate,"Under $30,000",High school graduate,No,No,No,,,,,,"Satisfied, but not enthusiastic",,,You will be better off,,,,Strongly approve,,Understands the needs of people like me,None,Helped the economy,,,,Seriously off on the wrong track,,,Didn't vote,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Women without children,Positive,,,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,None,Non-white,,,,,,,No,All others,,,,,"Continue them only for families who earn less than $250,000 a year",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,1.0,Midwest,Version 3,High Density Urban,Urban,Urban Core,Very downscale,63112.0
870226.0,Missouri,94.0,Call 1,Complete,Election day exit poll,0.962777733802795,Robin Carnahan,Female,Asian,18-24,Democrat,Liberal,"$75,000-$99,999",High school graduate,No,No,No,,,,,,"Satisfied, but not enthusiastic",,,It will not make much difference to you,,,,Somewhat approve,,Has the right experience,None,Helped the economy,,,,Generally going in the right direction,,,Didn't vote,Non black female,All other races,18-29,18-29,18-44,18-29,18-24,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Women without children,Positive,,,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Asian,None,Non-white,,,,,,,No,All others,,,,,"Continue them only for families who earn less than $250,000 a year",State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 3,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,63043.0
889307.0,Missouri,77.0,Call 2,Complete,Election day exit poll,1.26867306232452,Roy Blunt,Male,White,18-24,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,Yes,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Other christian,Hurt the economy,,,,Seriously off on the wrong track,,,Didn't vote,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,,,,,,Yes,White Born-again/Evangelical Christians,,,,,"Continue them only for families who earn less than $250,000 a year",State questionnaire,Suburbs,Suburbs,2.0,2.0,Midwest,Version 3,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,63385.0
889177.0,Missouri,87.0,Call 2,Complete,Election day exit poll,1.39900934696198,Roy Blunt,Male,White,25-29,Republican,Moderate,"Under $30,000",Postgraduate study,No,No,No,,,,,,"Dissatisfied, but not angry",,,It will not make much difference to you,,,,Strongly disapprove,,Can bring needed change,Protestant,Hurt the economy,,,,Seriously off on the wrong track,,,Didn't vote,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,,,,,,No,All others,,,,,"Continue them only for families who earn less than $250,000 a year",State questionnaire,Suburbs,Suburbs,3.0,1.0,Midwest,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,63117.0
907723.0,Missouri,16.0,Call 3,Complete,Election day exit poll,0.960433125495911,Roy Blunt,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,No,No,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Protestant,Hurt the economy,,,,Seriously off on the wrong track,,,Didn't vote,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,,,,,,Yes,All others,,,,,"Continue them only for families who earn less than $250,000 a year",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,3.0,Midwest,Version 3,Suburb,Urban,Urban Core,Upscale,64116.0
910160.0,Missouri,110.0,Call 3,Complete,Election day exit poll,1.16348946094513,Roy Blunt,Female,White,45-49,Something else,Moderate,"Under $30,000",Some college/assoc. degree,No,No,No,,,,,,Angry,,,You will be worse off,,,,Somewhat disapprove,,Can bring needed change,Other christian,Made no difference,,,,Seriously off on the wrong track,,,Didn't vote,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,Negative,,,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,,,,,,Yes,All others,,,,,"Continue them only for families who earn less than $250,000 a year",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,8.0,2.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Downscale,63640.0
869894.0,Missouri,108.0,Call 1,Complete,Election day exit poll,0.688994884490967,Robin Carnahan,Female,Black,40-44,Democrat,Moderate,"Under $30,000",College graduate,No,Yes,No,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Somewhat approve,,Understands the needs of people like me,Other christian,Hurt the economy,,,,Seriously off on the wrong track,,,Didn't vote,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Women without children,Negative,,,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Protestant/Other Non-Catholic Christian,Non-white,,,,,,,No,All others,,,,,Continue them for all,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,1.0,Midwest,Version 3,High Density Urban,Urban,Urban Core,Very downscale,63112.0
868764.0,Missouri,50.0,Call 1,Complete,Election day exit poll,1.02003002166748,Robin Carnahan,Female,White,25-29,Republican,Conservative,"Under $30,000",High school graduate,No,Yes,No,,,,,,"Satisfied, but not enthusiastic",,,It will not make much difference to you,,,,Somewhat disapprove,,Understands the needs of people like me,Protestant,Hurt the economy,,,,Seriously off on the wrong track,,,Didn't vote,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,Positive,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,,,,,,Yes,White Born-again/Evangelical Christians,,,,,Continue them for all,State questionnaire,Suburbs,Suburbs,3.0,2.0,Midwest,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,63052.0
868504.0,Missouri,50.0,Call 1,Complete,Election day exit poll,1.02003002166748,Robin Carnahan,Female,White,18-24,Independent,Conservative,"Under $30,000",High school graduate,No,Yes,No,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Somewhat disapprove,,Has the right experience,Other christian,Hurt the economy,,,,Seriously off on the wrong track,,,Didn't vote,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,Negative,,,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,,,,,,Yes,White Born-again/Evangelical Christians,,,,,Continue them for all,State questionnaire,Suburbs,Suburbs,3.0,2.0,Midwest,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,63052.0
869484.0,Missouri,47.0,Call 1,Complete,Election day exit poll,1.14724266529083,Roy Blunt,Male,White,40-44,Independent,Conservative,"$75,000-$99,999",College graduate,No,Yes,Yes,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Protestant,Hurt the economy,,,,Seriously off on the wrong track,,,Didn't vote,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,,,,,,No,White Born-again/Evangelical Christians,,,,,Continue them for all,State questionnaire,Suburbs,Suburbs,7.0,5.0,Midwest,Version 3,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Downscale,64836.0
