ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENOR10,GOVOR10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,TEAPARTY,TRACK,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,WHNCLINC,XTEAPARTYID,DUDHONEST,KITZHONEST,HONEST10OR,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
865360.0,Oregon,,,Complete,Telephone survey,0.970000028610229,Jim Huffman,Chris Dudley,Female,White,,Republican,Conservative,,Some college/assoc. degree,,,,About the same,,"Dissatisfied, but not angry",,,The economy,,,,,,,,Non black female,White women,,,,,,,No college degree,More than High school graduate,White no college degree,,,,,,Negative,The economy,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,,,National questionnaire,Rural,Small Cities/Rural,2.0,4.0,West,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,97913.0
865359.0,Oregon,,,Complete,Telephone survey,1.16999995708466,Ron Wyden,John Kitzhaber,Female,White,30-39,Democrat,Liberal,"$200,000 or more",Some college/assoc. degree,,,,About the same,,"Dissatisfied, but not angry",,,Health care,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,Something else,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,No,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",3.0,1.0,West,Version 2,High Density Urban,Urban,Urban Core,Downscale,97266.0
865358.0,Oregon,,,Complete,Telephone survey,1.16999995708466,Other,John Kitzhaber,Male,White,50-59,Democrat,Liberal,"$100,000-$199,999",College graduate,,,,Better,,"Dissatisfied, but not angry",,,Health care,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,Something else,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,No,,,,,National questionnaire,Suburbs,Suburbs,1.0,2.0,West,Version 2,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale,97229.0
865357.0,Oregon,,,Complete,Telephone survey,1.16999995708466,Ron Wyden,John Kitzhaber,Female,White,25-29,Democrat,Conservative,"$75,000-$99,999",Some college/assoc. degree,,,,About the same,,"Dissatisfied, but not angry",,,The war in Afghanistan,,,,,,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,Something else,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,No,,,,,National questionnaire,Rural,Small Cities/Rural,2.0,4.0,West,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,97862.0
865356.0,Oregon,,,Complete,Telephone survey,1.16999995708466,Ron Wyden,John Kitzhaber,Male,,30-39,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,,,,About the same,,Omit,,,The economy,,,,,,,,,,30-44,30-59,18-44,30-44,30-39,,No college degree,More than High school graduate,,Less than 100k,50k or more,30k or more,50 to 100 thousand,,Omit,The economy,,,Independent/Something else,Independent Men,,Independents/Something else,,,,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",,1.0,West,Version 2,Extremely High Density Urban,Urban,Urban Core,Downscale,97206.0
865355.0,Oregon,,,Complete,Telephone survey,0.970000028610229,Jim Huffman,Chris Dudley,Female,White,65 or over,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,,,,Worse,,Angry,,,Illegal immigration,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,Something else,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,Yes,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,3.0,West,Version 2,Suburb,Urban,Urban Core,Upscale,97404.0
865354.0,Oregon,,,Complete,Telephone survey,0.970000028610229,Jim Huffman,Chris Dudley,Male,Other,50-59,Republican,Conservative,"$100,000-$199,999",High school graduate,,,,Worse,,"Dissatisfied, but not angry",,,The economy,,,,,,,,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,High school graduate or less,Non white no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Negative,The economy,,,Republican,Republican Men,All others,Conservative Republicans,Other,,No,,,,,National questionnaire,Rural,Small Cities/Rural,2.0,4.0,West,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale,97845.0
865353.0,Oregon,,,Complete,Telephone survey,0.970000028610229,,Chris Dudley,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",College graduate,,,,Worse,,"Dissatisfied, but not angry",,,The economy,,,,,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,No,,,,,National questionnaire,Rural,Small Cities/Rural,2.0,4.0,West,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,97633.0
865352.0,Oregon,,,Complete,Telephone survey,0.970000028610229,Jim Huffman,Chris Dudley,Male,Other,50-59,Independent,Conservative,"$30,000-$49,999",High school graduate,,,,About the same,,Angry,,,The economy,,,,,,,,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Negative,The economy,,,Independent/Something else,Independent Men,All others,Independents/Something else,Other,,No,,,,,National questionnaire,Suburbs,Suburbs,,4.0,West,Version 2,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97508.0
865351.0,Oregon,,,Complete,Telephone survey,1.16999995708466,Ron Wyden,John Kitzhaber,Female,White,65 or over,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,,,,About the same,,"Dissatisfied, but not angry",,,The economy,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,Yes,,,,,National questionnaire,Suburbs,Suburbs,5.0,2.0,West,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97045.0
865350.0,Oregon,,,Complete,Telephone survey,0.970000028610229,Jim Huffman,Chris Dudley,Male,White,60-64,Something else,Conservative,"$30,000-$49,999",Some college/assoc. degree,,,,Worse,,Angry,,,The economy,,,,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Yes,,,,,National questionnaire,Rural,Small Cities/Rural,2.0,4.0,West,Version 2,Low Density Rural,Rural,Rural,Downscale,97756.0
865349.0,Oregon,,,Complete,Telephone survey,1.16999995708466,Other,John Kitzhaber,Male,White,18-24,Independent,Moderate,"$30,000-$49,999",High school graduate,,,,Worse,,"Dissatisfied, but not angry",,,Health care,,,,,,,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,Something else,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Yes,,,,,National questionnaire,Suburbs,Suburbs,2.0,4.0,West,Version 2,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,97537.0
865348.0,Oregon,,,Complete,Telephone survey,0.970000028610229,Ron Wyden,Chris Dudley,Male,White,65 or over,Independent,Conservative,"$30,000-$49,999",College graduate,,,,Worse,,Angry,,,The economy,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,No,,,,,National questionnaire,Suburbs,Suburbs,5.0,2.0,West,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,97068.0
858272.0,Oregon,,,Complete,Telephone survey,0.0299999993294477,Jim Huffman,Chris Dudley,Female,White,60-64,Republican,Conservative,"Under $30,000",High school graduate,No,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Spending to create jobs,Somewhat support,Seriously off on the wrong track,No,McCain,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,Yes,Tea Party supporters,Yes,No,Only Dudley is,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,4.0,West,Version 1,Low Density Rural,Rural,Rural,Downscale,97471.0
858271.0,Oregon,,,Complete,Telephone survey,0.0199999995529652,Ron Wyden,John Kitzhaber,Female,White,60-64,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Strongly approve,Reducing the budget deficit,Somewhat oppose,Seriously off on the wrong track,No,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Positive,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,No,Yes,Only Kitzhaber is,State questionnaire,Rural,Small Cities/Rural,4.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,97467.0
858270.0,Oregon,,,Complete,Telephone survey,0.259999990463257,Ron Wyden,John Kitzhaber,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Omit,The economy,Very worried,Somewhat approve,Reducing the budget deficit,Strongly oppose,Seriously off on the wrong track,No,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,Yes,Non-Tea Party supporters and Democrats,No,Yes,Only Kitzhaber is,State questionnaire,Suburbs,Suburbs,3.0,1.0,West,Version 1,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,97030.0
858269.0,Oregon,,,Complete,Telephone survey,0.509999990463257,Ron Wyden,John Kitzhaber,Male,White,18-24,Independent,Moderate,"$200,000 or more",College graduate,No,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,Omit,Strongly oppose,Generally going in the right direction,No,Didn't vote,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Positive,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,No,Non-Tea Party supporters and Independents/Something else,No,Yes,Only Kitzhaber is,State questionnaire,Suburbs,Suburbs,1.0,2.0,West,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97116.0
858268.0,Oregon,,,Complete,Telephone survey,1.03999996185303,Jim Huffman,Chris Dudley,Male,White,65 or over,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Unfavorable,Unfavorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Reducing the budget deficit,Somewhat support,Seriously off on the wrong track,No,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,Something else,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Support,No,Tea Party supporters,Yes,No,Only Dudley is,State questionnaire,Suburbs,Suburbs,5.0,3.0,West,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,97071.0
858267.0,Oregon,,,Complete,Telephone survey,0.0,Ron Wyden,Chris Dudley,Female,White,65 or over,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,Favorable,Unfavorable,Better,Barack Obama was not a factor,Angry,Omit,Expand it,Health care,Not at all worried,Strongly approve,Spending to create jobs,Strongly oppose,Generally going in the right direction,No,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,Something else,Not worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Oppose,No,Non-Tea Party supporters and Independents/Something else,Yes,No,Only Dudley is,State questionnaire,Rural,Small Cities/Rural,4.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,97444.0
858266.0,Oregon,,,Complete,Telephone survey,0.129999995231628,Ron Wyden,John Kitzhaber,Female,Other,65 or over,Democrat,,"Under $30,000",High school graduate,No,Favorable,Omit,Worse,To express support for Barack Obama,"Dissatisfied, but not angry",Omit,Expand it,The economy,Very worried,Strongly approve,Spending to create jobs,Omit,Seriously off on the wrong track,No,Obama,Non black female,All other races,65+,60+,45+,60+,65+,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Negative,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,,American Indian,Omit,No,,Yes,No,Only Dudley is,State questionnaire,"Cities over 500,000","Cities over 50,000",3.0,1.0,West,Version 1,Extremely High Density Urban,Urban,Urban Core,Very upscale,97212.0
858265.0,Oregon,,,Complete,Telephone survey,2.02999997138977,Jim Huffman,Chris Dudley,Female,Asian,65 or over,Republican,,,College graduate,No,Unfavorable,Favorable,Worse,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Omit,The economy,Very worried,Strongly disapprove,Cutting taxes,Somewhat support,Seriously off on the wrong track,No,McCain,Non black female,All other races,65+,60+,45+,60+,65+,Other,College graduate,More than High school graduate,Non white college degree,,,,,,Negative,The economy,Worried,Disapprove,Republican,Republican Women,All others,,Asian,Support,,Tea Party supporters,Omit,No,Omit,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,4.0,West,Version 1,Low Density Rural,Rural,Rural,Downscale,97471.0
858264.0,Oregon,,,Complete,Telephone survey,0.379999995231628,Ron Wyden,John Kitzhaber,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Favorable,Unfavorable,Worse,Omit,"Satisfied, but not enthusiastic",Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat approve,Spending to create jobs,Strongly oppose,Generally going in the right direction,No,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Positive,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,Yes,Non-Tea Party supporters and Democrats,Yes,Yes,Both are,State questionnaire,Suburbs,Suburbs,1.0,2.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,97062.0
858263.0,Oregon,,,Complete,Telephone survey,2.16000008583069,Ron Wyden,John Kitzhaber,Female,,50-59,Something else,Liberal,"$50,000-$74,999",College graduate,No,Favorable,Unfavorable,About the same,Barack Obama was not a factor,Enthusiastic,Government should do more to solve problems,Expand it,The economy,Not at all worried,Strongly approve,Spending to create jobs,Strongly oppose,Generally going in the right direction,Yes,Obama,,,45-65,30-59,45+,45-59,50-64,,College graduate,More than High school graduate,,Less than 100k,50k or more,30k or more,50 to 100 thousand,,Positive,The economy,Not worried,Approve,Independent/Something else,Independent Women,,Independents/Something else,,Oppose,,Non-Tea Party supporters and Independents/Something else,No,Yes,Only Kitzhaber is,State questionnaire,Suburbs,Suburbs,,2.0,West,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97045.0
858262.0,Oregon,,,Complete,Telephone survey,1.72000002861023,Jim Huffman,Chris Dudley,Male,White,50-59,Independent,Moderate,,Postgraduate study,No,Unfavorable,Unfavorable,About the same,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Somewhat worried,Somewhat disapprove,Reducing the budget deficit,Somewhat oppose,Seriously off on the wrong track,No,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,,Non-Tea Party supporters and Independents/Something else,Yes,Yes,Both are,State questionnaire,Suburbs,Suburbs,5.0,2.0,West,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale,97034.0
858261.0,Oregon,,,Complete,Telephone survey,0.0399999991059303,Ron Wyden,John Kitzhaber,Female,White,65 or over,Republican,Conservative,"Under $30,000",High school graduate,No,Unfavorable,Favorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Omit,Illegal immigration,Somewhat worried,Somewhat disapprove,Reducing the budget deficit,Neutral,Seriously off on the wrong track,No,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,Yes,Non-Tea Party supporters and Republicans,Omit,Yes,Omit,State questionnaire,Rural,Small Cities/Rural,2.0,4.0,West,Version 1,Low Density Rural,Rural,Rural,Downscale,97603.0
858260.0,Oregon,,,Complete,Telephone survey,1.71000003814697,Ron Wyden,John Kitzhaber,Female,White,50-59,Something else,Moderate,"Under $30,000",College graduate,No,Omit,Unfavorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Somewhat approve,Spending to create jobs,Strongly support,Seriously off on the wrong track,Yes,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Positive,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,No,Tea Party supporters,Omit,Yes,Omit,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,97355.0
