ID,WEIGHT,PRSPA20,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,COVIDHARDSHIP,COVIDHARDSHIP2,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,MARCHILD,MARRIED,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,REL5,RELIGN18,RELWHITE,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,UNIONHH12,VERSION,VOTE2016,VOTEEXPERIENCE,VOTEEXPERIENCE2,VOTEMETHOD,WHNCLINC,WORK,WORKSEX,WRKWOMEN,WRKWOMEN4,ZIPCODE
49815.0,1.55989022545,Donald Trump,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,12.0,Yes,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,5.0,Donald Trump,Donald Trump,,,,,,,,No,No,Married with children,Yes,Good,Excellent or good,No,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Catholic,Catholic,Catholic,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Yes,Version 2,Other,,,By mail,,,,,,15215.0
49816.0,0.70248753409,Joe Biden,,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,12.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Omit,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,Yes,Poor,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Catholic,Catholic,Catholic,Male,White men,Married men,Suburbs,Suburbs,English,Pennsylvania,White suburban men,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,No,Version 2,Hillary Clinton,,,By mail,,,,,,15147.0
49817.0,0.76970477717,Joe Biden,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,14.0,No,Very badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,No financial hardship at all,No financial hardship at all,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Against his opponent,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,Yes,Poor,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,None,None,None,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,No,Version 2,Hillary Clinton,,,By mail,,,,,,15232.0
49818.0,0.87202947131,Joe Biden,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,14.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Poor,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,None,None,None,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,No,Version 2,Hillary Clinton,,,By mail,,,,,,15217.0
49819.0,1.05658816346,Joe Biden,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,14.0,Yes,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Against his opponent,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,Married with children,Yes,Not so good,Not so good or poor,No,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,None,None,None,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,No,Version 2,Hillary Clinton,,,By mail,,,,,,15217.0
49820.0,1.41209521657,Joe Biden,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,14.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,No,Version 2,Hillary Clinton,,,By mail,,,,,,15217.0
49821.0,1.41209521657,Joe Biden,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,14.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Against his opponent,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,Yes,Poor,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Something else,Other,Something else,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,No,Version 2,Hillary Clinton,,,By mail,,,,,,15217.0
49822.0,0.87202947131,Joe Biden,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,14.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Omit,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Not so good,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Jewish,Jewish,Jewish,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,No,Version 2,Hillary Clinton,,,By mail,,,,,,15206.0
49823.0,0.77099444246,Joe Biden,,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,14.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Against his opponent,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,Yes,Not so good,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Married women,Suburbs,Suburbs,English,Pennsylvania,White suburban women,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Yes,Version 2,Hillary Clinton,,,By mail,,,,,,15108.0
49824.0,0.47532577665,Joe Biden,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,12.0,No,Somewhat badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,No financial hardship at all,No financial hardship at all,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,Yes,Poor,Not so good or poor,No,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Male,White men,Married men,Suburbs,Suburbs,English,Pennsylvania,White suburban men,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,No,Version 2,Hillary Clinton,,,By mail,,,,,,15090.0
49825.0,0.52696968673,Joe Biden,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,14.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Poor,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,East,Catholic,Catholic,Catholic,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,No,Version 2,Hillary Clinton,,,By mail,,,,,,15209.0
49826.0,1.93868601486,Joe Biden,,,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,14.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,For your candidate,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Poor,Not so good or poor,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,Black,Black,State questionnaire,Black,Non-white,Black,The most important problem,The most important problem or one of many important problems,East,Protestant/Other Non-Catholic Christian,Protestant,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Yes,Version 2,Hillary Clinton,,,By mail,,,,,,15208.0
49827.0,0.86260856143,Joe Biden,,,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,14.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Against his opponent,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,No,Poor,Not so good or poor,Yes,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,None,None,None,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Yes,Version 2,Hillary Clinton,,,By mail,,,,,,15217.0
49828.0,1.39683972795,Joe Biden,,,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,14.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Against his opponent,5.0,Joe Biden,Joe Biden,,,,,,,,No,No,All others,Yes,Poor,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,None,None,None,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,No,Version 2,Hillary Clinton,,,By mail,,,,,,15224.0
49829.0,0.8165743506,Other,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,12.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,5.0,Donald Trump,Donald Trump,,,,,,,,No,No,All others,No,Good,Excellent or good,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,East,None,None,None,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,No,Version 2,Donald Trump,,,By mail,,,,,,15212.0
