ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSTX08,SENTX08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,SPANISHQ,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4394262.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.42392921447754,Barack Obama,Rick Noriega,Female,Black,30-39,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Somewhat worried,English,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,31.0,South-Central,South,Low Density Rural,Rural,Rural,Downscale,76544.0
4394257.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.36749529838562,Barack Obama,Rick Noriega,Female,White,75 or over,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,The war in Iraq,Very worried,English,Omit,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Omit,Omit,Omit,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,17.0,East,South,Low Density Rural,Rural,Rural,Downscale,76692.0
4394235.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.42960357666016,Barack Obama,Rick Noriega,Female,Hispanic/Latino,60-64,Democrat,Liberal,"$30,000-$49,999",High school graduate,Yes,Strongly disapprove,Yes,Health care,Somewhat worried,English,Before that,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,15.0,Hispanic South,South,Suburb,Rural,Rural,Very downscale,78577.0
4394231.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.4052962064743,Barack Obama,Rick Noriega,Female,White,30-39,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,Yes,The economy,Very worried,English,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,8.0,East,South,Extremely Low Density Rural,Rural,Rural,Very downscale,77371.0
4394163.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.04936468601227,Barack Obama,Rick Noriega,Female,Black,50-59,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,Yes,Health care,Very worried,English,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,East,South,Low Density Rural,Rural,Rural,Upscale,75672.0
4402408.0,Texas,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,1.17187488079071,Barack Obama,Rick Noriega,Female,Hispanic/Latino,45-49,Democrat,Liberal,"$75,000-$99,999",High school graduate,Yes,,No,,,English,Omit,,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Omit,Omit,Omit,No,All others,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale,78839.0
4402402.0,Texas,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,2.56514024734497,Barack Obama,Rick Noriega,Female,Hispanic/Latino,18-24,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,Yes,,No,,,English,Earlier in October,,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,28.0,Hispanic South,South,Suburb,Rural,Rural,Very downscale,78572.0
4402400.0,Texas,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,1.33938443660736,Barack Obama,Rick Noriega,Female,White,45-49,Independent,Conservative,"$100,000-$149,999",High school graduate,No,,Yes,,,English,Sometime in September,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,11.0,West,South,Extremely Low Density Rural,Rural,Rural,Very downscale,78639.0
4402392.0,Texas,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,0.630289554595947,Barack Obama,Rick Noriega,Male,Hispanic/Latino,60-64,Democrat,Moderate,"$15,000-$29,999",High school graduate,Yes,,No,,,English,Before that,,Non black male,Latino men,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,15.0,Hispanic South,South,Low Density Rural,Rural,Rural,Very downscale,78357.0
4402377.0,Texas,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,1.8175231218338,Barack Obama,Rick Noriega,Male,Hispanic/Latino,75 or over,Something else,Conservative,,Some college or associate degree,Yes,,Yes,,,English,Sometime in September,,Non black male,Latino men,Non white male,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,,,,,,Independent/Something else,Non black non Democrat,Latino Independents,All others,White,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,28.0,Hispanic South,South,Suburb,Rural,Rural,Very downscale,78572.0
4394502.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.42677211761475,Barack Obama,Rick Noriega,Female,Black,18-24,Democrat,Conservative,"Under $15,000",High school graduate,No,Strongly disapprove,Yes,The economy,Somewhat worried,English,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,17.0,South-Central,South,Low Density Rural,Rural,Rural,Very downscale,77859.0
4400551.0,Texas,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.645740568637848,Barack Obama,Rick Noriega,Female,Hispanic/Latino,60-64,Democrat,,"$30,000-$49,999",College graduate,Yes,,Yes,The economy,,English,Earlier in October,,Non black female,Latino women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,28.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale,78061.0
4394363.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.07104349136353,Barack Obama,Rick Noriega,Female,White,30-39,Democrat,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,Health care,Very worried,English,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,14.0,South-Central,South,Low Density Rural,Rural,Rural,Downscale,77979.0
4394291.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.547519087791443,Barack Obama,Rick Noriega,Female,White,65-74,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,English,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,East,South,Low Density Rural,Rural,Rural,Downscale,75457.0
4394178.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.36749529838562,Barack Obama,Rick Noriega,Female,White,75 or over,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,English,Sometime in September,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,East,South,Low Density Rural,Rural,Rural,Very downscale,75670.0
4394517.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.20052289962769,Barack Obama,Rick Noriega,Male,Black,65-74,Democrat,,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,Omit,Not too worried,English,Sometime in September,Disapprove,Black male,Black men,Non white male,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,19.0,West,South,Low Density Rural,Rural,Rural,Very downscale,79031.0
4394482.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.77882039546967,Barack Obama,Rick Noriega,Female,Hispanic/Latino,50-59,Democrat,Moderate,"$30,000-$49,999",Did not complete high school,Yes,Somewhat disapprove,Yes,The war in Iraq,Very worried,English,Sometime last week,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,East,South,Extremely Low Density Rural,Rural,Rural,Very downscale,75980.0
4394480.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.87372827529907,Barack Obama,Rick Noriega,Female,White,30-39,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,No,The economy,Very worried,English,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,8.0,East,South,Low Density Rural,Rural,Rural,Downscale,77340.0
4394472.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.547519087791443,Barack Obama,Rick Noriega,Female,White,65-74,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,The war in Iraq,Very worried,English,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,South,Low Density Rural,Rural,Rural,Downscale,75482.0
4394447.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.897813320159912,Barack Obama,Rick Noriega,Female,White,60-64,Democrat,Conservative,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,Yes,The economy,Very worried,English,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,12.0,West,South,Low Density Rural,Rural,Rural,Downscale,76426.0
4394396.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.463978171348572,Barack Obama,Rick Noriega,Female,White,65-74,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,English,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,11.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,76844.0
4394358.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.529733836650848,Barack Obama,Rick Noriega,Female,White,60-64,Independent,Moderate,,College graduate,No,Strongly disapprove,No,The economy,Very worried,English,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,South,Town,Rural,Rural,Downscale,75020.0
4394140.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.95917135477066,John McCain,Rick Noriega,Female,White,50-59,Something else,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat approve,Yes,The economy,Somewhat worried,English,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,17.0,East,South,Low Density Rural,Rural,Rural,Very downscale,76645.0
4394490.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.676311135292053,John McCain,Rick Noriega,Female,White,60-64,Democrat,Conservative,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,The war in Iraq,Not at all worried,English,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,13.0,West,South,Suburb,Rural,Rural,Downscale,76365.0
4394427.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.0127512216568,John McCain,Rick Noriega,Female,Other,45-49,Democrat,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,The economy,Very worried,English,Before that,Approve,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,American Indian,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,South,Town,Rural,Rural,Downscale,75020.0
