ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSME08,SENME08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,GUNOWNER,ISSUE08,NEC,NECWORRY,QLT08,RACEISS4,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4400398.0,Maine,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,John McCain,,Male,White,50-59,Republican,Moderate,"$30,000-$49,999",College graduate,,,,The economy,Poor,,Has the right experience,Not a factor at all,,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Upscale,4530.0
4400397.0,Maine,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,John McCain,,Male,,75 or over,,Conservative,"$50,000-$74,999",High school graduate,,,,The war in Iraq,Omit,,Cares about people like me,Not a factor at all,,Earlier in October,,,,,,65+,60+,45+,60+,65+,65+,,,,No college degree,High school graduate or less,,Less than 100k,50k or more,50 to 100 thousand,,Omit,,,,,,,Not important,Not a factor,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 1,East,Town,Rural,Rural,Downscale,4901.0
4409627.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.91103583574295,Barack Obama,Tom Allen,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Terrorism,Not so good,Somewhat worried,Shares my values,Not a factor at all,Something else,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,Something else,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4410771.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06458353996277,Barack Obama,Tom Allen,Female,White,65-74,Independent,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,The war in Iraq,Not so good,Somewhat worried,Shares my values,Not a factor at all,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4410549.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.91103583574295,Barack Obama,Tom Allen,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Health care,Poor,Very worried,Shares my values,Not a factor at all,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4410311.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.979444265365601,Barack Obama,Tom Allen,Male,White,50-59,Democrat,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,The war in Iraq,Not so good,Somewhat worried,Can bring about needed change,Not a factor at all,None,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4410123.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06458353996277,Barack Obama,Tom Allen,Female,White,65-74,Independent,Conservative,"$15,000-$29,999",High school graduate,No,Somewhat approve,No,The war in Iraq,Not so good,Very worried,Can bring about needed change,The single most important factor,Protestant,Earlier in October,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,Yes,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4410050.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.979444265365601,Barack Obama,Tom Allen,Male,White,50-59,Democrat,Liberal,"$15,000-$29,999",Postgraduate study,No,Strongly disapprove,No,Health care,Not so good,Somewhat worried,Can bring about needed change,Not a factor at all,Other Christian,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4410933.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.34797322750092,John McCain,Tom Allen,Male,White,65-74,Democrat,Conservative,"$100,000-$149,999",High school graduate,No,Strongly disapprove,No,The war in Iraq,Not so good,Very worried,Can bring about needed change,The single most important factor,Catholic,Sometime last week,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Important,Factor,Catholic,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Catholic,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4409971.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13432896137238,Other,Tom Allen,Female,White,30-39,Independent,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,The economy,Poor,Very worried,Can bring about needed change,Not a factor at all,Something else,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,Something else,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4410614.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.851853787899017,Barack Obama,Susan Collins,Female,White,30-39,Independent,Liberal,"$200,000 or more",College graduate,No,Strongly approve,Yes,Health care,Not so good,Very worried,Can bring about needed change,Not a factor at all,None,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4410845.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.995426774024963,Barack Obama,Susan Collins,Female,White,60-64,Democrat,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Not so good,Very worried,Can bring about needed change,Not a factor at all,None,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4409797.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.851853787899017,Barack Obama,Susan Collins,Female,White,50-59,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Omit,Poor,Very worried,Can bring about needed change,Not a factor at all,Something else,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,Something else,Yes,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4409720.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.915818333625793,Barack Obama,Susan Collins,Male,White,30-39,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,The economy,Poor,Very worried,Shares my values,Not a factor at all,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4409531.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.851853787899017,Barack Obama,Susan Collins,Female,White,30-39,Republican,Conservative,"$200,000 or more",College graduate,No,Somewhat approve,Yes,The economy,Not so good,Somewhat worried,Can bring about needed change,Not a factor at all,Protestant,In the last three days,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4411047.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07861530780792,John McCain,Susan Collins,Male,White,40-44,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat disapprove,No,The economy,Not so good,Very worried,Has the right experience,One of several important factors,Protestant,Just today,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4410697.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07861530780792,John McCain,Susan Collins,Male,White,45-49,Republican,Conservative,"$150,000-$199,999",College graduate,No,Somewhat disapprove,Yes,Energy policy,Good,Very worried,Shares my values,Not a factor at all,Protestant,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4410218.0,Maine,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07861530780792,John McCain,Susan Collins,Male,White,50-59,Independent,Conservative,"$100,000-$149,999",Postgraduate study,No,Somewhat disapprove,No,The economy,Not so good,Somewhat worried,Shares my values,Not a factor at all,Catholic,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Catholic,No,Rural,Small Cities/Rural,1.0,Congressional District 1,East,Suburb,Rural,Rural,Very upscale,3909.0
4408926.0,Maine,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.849161624908447,Barack Obama,Tom Allen,Male,White,18-24,Independent,Moderate,"$15,000-$29,999",High school graduate,No,Somewhat disapprove,No,The war in Iraq,Poor,Very worried,Can bring about needed change,Not a factor at all,None,Sometime last week,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,None,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,None,Yes,Rural,Small Cities/Rural,2.0,Congressional District 2,East,Extremely Low Density Rural,Rural,Rural,Downscale,4219.0
4408689.0,Maine,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.907233595848084,Barack Obama,Tom Allen,Female,White,65-74,Independent,Liberal,"Under $15,000",High school graduate,,Somewhat disapprove,No,The war in Iraq,Not so good,Very worried,Can bring about needed change,Not a factor at all,Protestant,Just today,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,Yes,Rural,Small Cities/Rural,2.0,Congressional District 2,East,Extremely Low Density Rural,Rural,Rural,Downscale,4219.0
4407994.0,Maine,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.776380956172943,Barack Obama,Tom Allen,Female,White,40-44,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,Yes,The war in Iraq,Not so good,Somewhat worried,Can bring about needed change,A minor factor,Protestant,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,Rural,Small Cities/Rural,2.0,Congressional District 2,East,Extremely Low Density Rural,Rural,Rural,Downscale,4219.0
4408106.0,Maine,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.83467835187912,Barack Obama,Tom Allen,Male,White,45-49,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,The war in Iraq,Not so good,Very worried,Can bring about needed change,One of several important factors,Protestant,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,2.0,Congressional District 2,East,Extremely Low Density Rural,Rural,Rural,Downscale,4219.0
4407890.0,Maine,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.776380956172943,Barack Obama,Tom Allen,Female,White,45-49,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Energy policy,Poor,Very worried,Can bring about needed change,The single most important factor,Something else,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Important,Factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,Something else,No,Rural,Small Cities/Rural,2.0,Congressional District 2,East,Extremely Low Density Rural,Rural,Rural,Downscale,4219.0
4407528.0,Maine,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.907233595848084,Barack Obama,Tom Allen,Female,White,60-64,Independent,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,The economy,Poor,Very worried,Shares my values,One of several important factors,Protestant,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,2.0,Congressional District 2,East,Extremely Low Density Rural,Rural,Rural,Downscale,4219.0
