ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIN16,SENIN16,GOVIN16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVPENCE,FINSIT,GOVTANGR16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
139027.0,Indiana,,,Complete,Telephone survey,0.0,Hillary Clinton,,,Female,White,40-44,Independent,Moderate,"$30,000-$49,999",College graduate,,,,,I dislike the other candidates,,,,,"Dissatisfied, but not angry",No,No,,The economy,,Omit,,Has the right experience,,,,Yes,No,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,White suburban women,No,,"Dissatisfied, but not angry or Angry",Neither,Omit,,Moderate/Liberal Republicans,Moderate Independents,,,Only Hillary Clinton,,,,National questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,North/Central,46725.0
139029.0,Indiana,,,Complete,Telephone survey,0.0,Donald Trump,,,Male,White,65 or over,Something else,Conservative,"$50,000-$99,999",High school or less,,,,,I strongly favor my candidate,,,,,"Dissatisfied, but not angry",No,Yes,,The economy,,Poor,,Can bring needed change,,,,No,Yes,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,,Other,No,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,,Only Donald Trump,,,,National questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,North/Central,46986.0
139030.0,Indiana,,,Complete,Telephone survey,0.0,Hillary Clinton,,,Female,White,65 or over,Republican,Moderate,,High school or less,,,,,I dislike the other candidates,,,,,"Satisfied, but not enthusiastic",No,No,,Foreign policy,,Good,,Cares about people like me,,,,Yes,No,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,Other,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Conservative Republicans,Mod./Liberal Republicans,,,Only Hillary Clinton,,,,National questionnaire,Rural,Small Cities/Rural,8.0,Midwest,Version 2,South,47446.0
139031.0,Indiana,,,Complete,Telephone survey,0.0,Donald Trump,,,Female,White,45-49,Independent,Moderate,"$30,000-$49,999",College graduate,,,,,I dislike the other candidates,,,,,"Dissatisfied, but not angry",No,Yes,,The economy,,Not so good,,Can bring needed change,,,,No,No,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,White suburban women,No,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,,Neither,,,,National questionnaire,Suburbs,Suburbs,9.0,Midwest,Version 2,Indianapolis Suburbs,46142.0
139032.0,Indiana,,,Complete,Telephone survey,0.0,Hillary Clinton,,,Female,White,65 or over,Democrat,Moderate,"$50,000-$99,999",College graduate,,,,,I like my candidate but with reservations,,,,,"Dissatisfied, but not angry",Omit,No,,Omit,,Good,,Has the right experience,,,,Yes,No,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,,White suburban women,No,,"Dissatisfied, but not angry or Angry",Omit,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Only Hillary Clinton,,,,National questionnaire,Suburbs,Suburbs,9.0,Midwest,Version 2,Indianapolis Suburbs,46142.0
139033.0,Indiana,,,Complete,Telephone survey,0.0,Hillary Clinton,,,Female,White,65 or over,Democrat,Moderate,"Under $30,000",High school or less,,,,,I strongly favor my candidate,,,,,"Dissatisfied, but not angry",Yes,No,,Terrorism,,Not so good,,Has the right experience,,,,Yes,No,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,,Other,Yes,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Only Hillary Clinton,,,,National questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 2,North/Central,46521.0
139034.0,Indiana,,,Complete,Telephone survey,0.0,Hillary Clinton,,,Female,White,50-59,Democrat,Liberal,"$100,000-$199,999",College graduate,,,,,I strongly favor my candidate,,,,,"Satisfied, but not enthusiastic",Yes,No,,The economy,,Good,,Has the right experience,,,,Yes,No,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,,Other,No,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,,Only Hillary Clinton,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 2,North/Central,46825.0
139035.0,Indiana,,,Complete,Telephone survey,0.0,Other,,,Male,White,65 or over,Independent,Moderate,"$50,000-$99,999",Some college/assoc. degree,,,,,I dislike the other candidates,,,,,"Dissatisfied, but not angry",No,No,,The economy,,Good,,Has the right experience,,,,Yes,No,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,,Other,No,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,,Only Hillary Clinton,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,North/Central,47909.0
139036.0,Indiana,,,Complete,Telephone survey,0.0,Donald Trump,,,Male,White,65 or over,Republican,Conservative,"$30,000-$49,999",College graduate,,,,,I strongly favor my candidate,,,,,Angry,No,Yes,,The economy,,Poor,,Can bring needed change,,,,No,Yes,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,White suburban men,No,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,,Only Donald Trump,,,,National questionnaire,Suburbs,Suburbs,11.0,Midwest,Version 2,Marion County,17920.0
139227.0,Indiana,,,Complete,Telephone survey,0.0,Hillary Clinton,,,Male,White,65 or over,Democrat,Moderate,,Postgraduate study,,,,Hillary Clinton,,,,,,,,,Offered a chance to apply for legal status,,About the same,,,,Yes,No,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,,Other,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,,National questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 3,North/Central,46793.0
139228.0,Indiana,,,Complete,Telephone survey,0.0,Hillary Clinton,,,Male,Black,50-59,Democrat,Moderate,,Postgraduate study,,,,Hillary Clinton,,,,,,,,,Offered a chance to apply for legal status,,Better than life today,,,,Yes,No,,,,,Black men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,,Other,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,,National questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,Northwest,46373.0
139229.0,Indiana,,,Complete,Telephone survey,0.0,Donald Trump,,,Female,White,40-44,Independent,Conservative,,Some college/assoc. degree,,,,Donald Trump,,,,,,,,,Deported to the country they came from,,About the same,,,,No,No,,,,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,White suburban women,,,,,,,Moderate/Liberal Republicans,Conservative Independents,Neither,,,,,,National questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 3,South,47170.0
139230.0,Indiana,,,Complete,Telephone survey,0.0,Hillary Clinton,,,Male,White,65 or over,Democrat,Liberal,,Postgraduate study,,,,Hillary Clinton,,,,,,,,,Offered a chance to apply for legal status,,Worse than life today,,,,Yes,No,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,,White suburban men,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,,,,,National questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,Northwest,46304.0
139231.0,Indiana,,,Complete,Telephone survey,0.0,Hillary Clinton,,,Male,Asian,65 or over,,Conservative,,Postgraduate study,,,,Hillary Clinton,,,,,,,,,Offered a chance to apply for legal status,,About the same,,,,Yes,No,,,,,All other races,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,,,,,Asian,Other,Non-white,,Other,,,,,,,,,Only Hillary Clinton,,,,,,National questionnaire,Suburbs,Suburbs,9.0,Midwest,Version 3,South,47119.0
139232.0,Indiana,,,Complete,Telephone survey,0.0,Donald Trump,,,Male,White,18-24,Republican,Conservative,,High school or less,,,,Donald Trump,,,,,,,,,Deported to the country they came from,,Worse than life today,,,,No,Yes,,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",9.0,Midwest,Version 3,South,47401.0
139233.0,Indiana,,,Complete,Telephone survey,0.0,Donald Trump,,,Female,White,65 or over,Republican,Moderate,,Some college/assoc. degree,,,,Donald Trump,,,,,,,,,Deported to the country they came from,,Better than life today,,,,No,Yes,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,Other,,,,,,,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 3,South,47404.0
139234.0,Indiana,,,Complete,Telephone survey,0.0,Hillary Clinton,,,Female,White,60-64,Democrat,Liberal,,High school or less,,,,Hillary Clinton,,,,,,,,,Offered a chance to apply for legal status,,About the same,,,,Yes,No,,,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,,White suburban women,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,,,,,National questionnaire,Suburbs,Suburbs,9.0,Midwest,Version 3,South,47150.0
139235.0,Indiana,,,Complete,Telephone survey,0.0,Donald Trump,,,Female,White,65 or over,Republican,Conservative,,Postgraduate study,,,,Donald Trump,,,,,,,,,Offered a chance to apply for legal status,,Worse than life today,,,,No,Yes,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,White suburban women,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,,,,,,National questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 3,Indianapolis Suburbs,46121.0
139236.0,Indiana,,,Complete,Telephone survey,0.0,Hillary Clinton,,,Female,White,50-59,Democrat,Liberal,,Some college/assoc. degree,,,,Hillary Clinton,,,,,,,,,Deported to the country they came from,,Worse than life today,,,,Yes,No,,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,,White suburban women,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,,,,,National questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,Northwest,46350.0
139237.0,Indiana,,,Complete,Telephone survey,0.0,Donald Trump,,,Male,White,45-49,Republican,Conservative,,College graduate,,,,Donald Trump,,,,,,,,,Omit,,Better than life today,,,,No,Yes,,,,,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 3,North/Central,46805.0
139238.0,Indiana,,,Complete,Telephone survey,0.0,Donald Trump,,,Female,White,50-59,Republican,Conservative,,Some college/assoc. degree,,,,Donald Trump,,,,,,,,,Deported to the country they came from,,About the same,,,,Yes,Yes,,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,Other,,,,,,,Independent/Something else,Conservative Republicans,Both,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 3,North/Central,47802.0
139239.0,Indiana,,,Complete,Telephone survey,0.0,Gary Johnson,,,Female,White,65 or over,Independent,Moderate,,College graduate,,,,Would not have voted,,,,,,,,,Deported to the country they came from,,About the same,,,,No,No,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,Other,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Neither,,,,,,National questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 3,North/Central,46563.0
139240.0,Indiana,,,Complete,Telephone survey,0.0,Hillary Clinton,,,Male,White,65 or over,Independent,Moderate,,College graduate,,,,Hillary Clinton,,,,,,,,,Offered a chance to apply for legal status,,Better than life today,,,,Yes,No,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,,Other,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,,,,,National questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 3,North/Central,46733.0
139241.0,Indiana,,,Complete,Telephone survey,0.0,Hillary Clinton,,,Female,White,60-64,Independent,Liberal,,College graduate,,,,Hillary Clinton,,,,,,,,,Offered a chance to apply for legal status,,About the same,,,,Yes,No,,,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,White suburban women,,,,,,,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,,,,,National questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 3,Indianapolis Suburbs,46140.0
