ID,SENMI18,GOVMI18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVDEM2,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GOV,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,LATINO,MARRIED,MIWATER18,MIWATER18SCHUETTE,MIWATER18WHITMER,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,UNIONHH12,VERSION,VOTE2016,WEIGHT,WHNCLINC,WOMEN,WOMEN2,ZIPCODE
13177.0,John James,Bill Schuette,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Republican Party,Favorable,About the same,To express support for Donald Trump,No,4.0,The Republican candidate,,No,,,,,,,,No,No,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Male,White men,Very serious,Serious,Non married men,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,,Telephone survey,,,,Helped,Strongly or somewhat approve,Somewhat approve,,No,Version 2,,0.211806744337082,,Very important,Important,49546.0
13178.0,John James,Bill Schuette,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,14.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,No,2.0,The Republican candidate,,No,,,,,,,,No,Yes,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Male,White men,Somewhat serious,Serious,Married men,Suburbs,Suburbs, Michigan,White suburban men,,Telephone survey,,,,Helped,Strongly or somewhat approve,Strongly approve,,No,Version 2,,0.718987584114075,,Not too important,Not important,48336.0
13179.0,Debbie Stabenow,Gretchen Whitmer,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,9.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,3.0,The Democratic candidate,,Yes,,,,,,,,No,No,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Male,White men,Very serious,Serious,Non married men,Suburbs,Suburbs, Michigan,White suburban men,,Telephone survey,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,No,Version 2,,0.241883024573326,,Somewhat important,Important,48038.0
13180.0,Debbie Stabenow,Gretchen Whitmer,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,9.0,Omit,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Democratic Party,Unfavorable,Worse,To express opposition to Donald Trump,No,3.0,The Democratic candidate,,No,,,,,,,,No,Yes,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Male,White men,Very serious,Serious,Married men,Suburbs,Suburbs, Michigan,White suburban men,,Telephone survey,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,No,Version 2,,0.53036493062973,,Somewhat important,Important,48045.0
13181.0,Debbie Stabenow,Gretchen Whitmer,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,All others,Complete,,5.0,The Democratic Party,,,,,,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,2.0,The Democratic candidate,,No,,,,,,,,No,Yes,,,,,,45+,65+,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Other,State questionnaire,Other,Non-white,Other,Midwest,,The Democratic candidate,Female,All other races,Very serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,,Telephone survey,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Yes,Version 2,,0.744149446487427,,Very important,Important,48507.0
13182.0,Debbie Stabenow,Gretchen Whitmer,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,8.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Democratic Party,Unfavorable,Better,To express opposition to Donald Trump,No,2.0,The Democratic candidate,,No,,,,,,,,No,No,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,Non married women,Suburbs,Suburbs, Michigan,White suburban women,,Telephone survey,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Yes,Version 2,,0.699213325977325,,Very important,Important,48116.0
13183.0,John James,Bill Schuette,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,6.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both parties,Favorable,Better,Donald Trump was not a factor,No,4.0,The Republican candidate,,No,,,,,,,,No,No,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Female,White women,Somewhat serious,Serious,Non married women,Suburbs,Suburbs, Michigan,White suburban women,,Telephone survey,,,,No impact,Strongly or somewhat approve,Strongly approve,,No,Version 2,,1.01025974750519,,Not too important,Not important,49079.0
13184.0,Debbie Stabenow,Gretchen Whitmer,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,10.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,Only Democratic Party,Unfavorable,Worse,To express opposition to Donald Trump,No,3.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Male,White men,Very serious,Serious,Married men,Suburbs,Suburbs, Michigan,White suburban men,,Telephone survey,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,No,Version 2,,1.17998456954956,,Somewhat important,Important,48001.0
13185.0,John James,Bill Schuette,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,3.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Omit,Omit,Favorable,Better,To express support for Donald Trump,No,4.0,The Republican candidate,,No,,,,,,,,No,Yes,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Male,White men,Somewhat serious,Serious,Married men,Suburbs,Suburbs, Michigan,White suburban men,,Telephone survey,,,,Helped,Omit,Omit,,No,Version 2,,0.296415567398071,,Omit,Omit,49046.0
13186.0,Debbie Stabenow,Gretchen Whitmer,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,No,5.0,The Democratic candidate,,Yes,,,,,,,,No,No,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Non married women,Rural,Small Cities/Rural, Michigan,Other,,Telephone survey,,,,Hurt,Strongly or somewhat disapprove,Somewhat disapprove,,No,Version 2,,0.153575986623764,,Very important,Important,49684.0
13187.0,Debbie Stabenow,Gretchen Whitmer,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,6.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,4.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,,Telephone survey,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,No,Version 2,,0.39549332857132,,Very important,Important,49048.0
13188.0,Debbie Stabenow,Gretchen Whitmer,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,7.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,1.0,The Democratic candidate,,Omit,,,,,,,,No,Yes,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,Suburbs,Suburbs, Michigan,White suburban women,,Telephone survey,,,,Omit,Strongly or somewhat disapprove,Strongly disapprove,,No,Version 2,,0.344639420509338,,Not at all important,Not important,48168.0
13189.0,John James,Bill Schuette,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,All others,Complete,,6.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,No,4.0,The Republican candidate,,No,,,,,,,,No,Yes,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,,Independent/Something else,Conservative Republicans,Other,Other,State questionnaire,Other,Non-white,Other,Midwest,,The Republican candidate,Male,All other races,Not at all serious,Not serious,Married men,Rural,Small Cities/Rural, Michigan,Other,,Telephone survey,,,,Helped,Strongly or somewhat approve,Strongly approve,,No,Version 2,,0.141510784626007,,Not at all important,Not important,49080.0
13190.0,Debbie Stabenow,Gretchen Whitmer,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,4.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,,Telephone survey,,,,Omit,Strongly or somewhat disapprove,Strongly disapprove,,No,Version 2,,0.481416314840317,,Somewhat important,Important,49504.0
13191.0,Debbie Stabenow,Gretchen Whitmer,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,11.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,No,2.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,Suburbs,Suburbs, Michigan,White suburban women,,Telephone survey,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Yes,Version 2,,1.61438429355621,,Very important,Important,48328.0
13192.0,John James,Bill Schuette,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Republican Party,Favorable,About the same,To express support for Donald Trump,No,5.0,The Republican candidate,,No,,,,,,,,No,Yes,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Female,White women,Omit,Omit,Married women,"Cities 10,000-50,000",Small Cities/Rural, Michigan,Other,,Telephone survey,,,,Helped,Strongly or somewhat approve,Strongly approve,,Yes,Version 2,,0.321643322706223,,Not too important,Not important,49445.0
13193.0,John James,Bill Schuette,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,11.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Neither party,Unfavorable,About the same,Donald Trump was not a factor,No,2.0,The Republican candidate,,No,,,,,,,,No,Yes,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Male,White men,Somewhat serious,Serious,Married men,Suburbs,Suburbs, Michigan,White suburban men,,Telephone survey,,,,No impact,Strongly or somewhat approve,Somewhat approve,,No,Version 2,,0.394122093915939,,Somewhat important,Important,48375.0
13194.0,John James,Bill Schuette,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,Only Republican Party,Favorable,About the same,To express support for Donald Trump,No,4.0,The Republican candidate,,No,,,,,,,,No,Yes,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Female,White women,Very serious,Serious,Married women,Suburbs,Suburbs, Michigan,White suburban women,,Telephone survey,,,,Helped,Strongly or somewhat approve,Strongly approve,,No,Version 2,,0.866994857788086,,Not at all important,Not important,49330.0
13195.0,Debbie Stabenow,Gretchen Whitmer,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,3.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Omit,Omit,Unfavorable,Worse,Donald Trump was not a factor,No,5.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Male,White men,Not at all serious,Not serious,Married men,Suburbs,Suburbs, Michigan,White suburban men,,Telephone survey,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,No,Version 2,,0.770912945270538,,Not too important,Not important,48838.0
13196.0,John James,Bill Schuette,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,2.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,No,4.0,The Republican candidate,,No,,,,,,,,No,Yes,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Female,White women,Somewhat serious,Serious,Married women,Suburbs,Suburbs, Michigan,White suburban women,,Telephone survey,,,,Helped,Strongly or somewhat approve,Strongly approve,,No,Version 2,,0.367121577262878,,Somewhat important,Important,49418.0
