ID,SENOH18,GOVOH18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVDEM2,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GOV,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,LATINO,MARRIED,NEC,NEC2,OPIOID18,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,UNIONHH12,VERSION,VOTE2016,WEIGHT,WHNCLINC,WOMEN,WOMEN2,ZIPCODE
9278.0,Sherrod Brown,Richard Cordray,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,All others,Complete,,11.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Both parties,Favorable,About the same,Donald Trump was not a factor,No,1.0,The Democratic candidate,,Yes,,,,,,,,No,No,,,Disapprove,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Something else,Independent Women,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Other,American Indian,State questionnaire,Other,Non-white,American Indian,Midwest,,The Democratic candidate,Female,All other races,Very serious,Serious,Non married women,Suburbs,Suburbs,Ohio,Other,,Telephone survey,,,,Hurt,,,,No,Version 2,,0.512357890605927,,Very important,Important,44137.0
9279.0,Sherrod Brown,Richard Cordray,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,5.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,2.0,The Democratic candidate,,No,,,,,,,,No,No,,,Disapprove,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Non married men,"Cities 50,000-500,000","Cities over 50,000",Ohio,Other,,Telephone survey,,,,Helped,,,,Yes,Version 2,,2.02748894691467,,Not at all important,Not important,43615.0
9280.0,Sherrod Brown,Richard Cordray,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,14.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,No,1.0,The Democratic candidate,,No,,,,,,,,No,No,,,Disapprove,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Non married women,Suburbs,Suburbs,Ohio,White suburban women,,Telephone survey,,,,No impact,,,,Yes,Version 2,,0.253436118364334,,Somewhat important,Important,44057.0
9281.0,Sherrod Brown,Richard Cordray,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,9.0,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,1.0,The Democratic candidate,,No,,,,,,,,No,Yes,,,Approve,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Other,,Telephone survey,,,,Hurt,,,,No,Version 2,,0.929115295410156,,Somewhat important,Important,44144.0
9282.0,Sherrod Brown,Richard Cordray,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,16.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,Neither party,Unfavorable,About the same,To express opposition to Donald Trump,No,2.0,The Democratic candidate,,No,,,,,,,,No,Yes,,,Disapprove,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Male,White men,Very serious,Serious,Married men,"Cities 10,000-50,000",Small Cities/Rural,Ohio,Other,,Telephone survey,,,,Hurt,,,,No,Version 2,,3.65318393707275,,Not at all important,Not important,44646.0
9283.0,Sherrod Brown,Richard Cordray,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,16.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,1.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,Disapprove,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,Suburbs,Suburbs,Ohio,White suburban women,,Telephone survey,,,,Hurt,,,,No,Version 2,,0.464557647705078,,Very important,Important,44136.0
9284.0,Sherrod Brown,Richard Cordray,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,Neither party,Unfavorable,About the same,Donald Trump was not a factor,No,5.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,Approve,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Male,White men,Very serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",Ohio,Other,,Telephone survey,,,,Hurt,,,,Yes,Version 2,,2.92924761772156,,Very important,Important,45239.0
9285.0,Sherrod Brown,Richard Cordray,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,14.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,1.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,Approve,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Married men,Suburbs,Suburbs,Ohio,White suburban men,,Telephone survey,,,,No impact,,,,No,Version 2,,0.719136595726013,,Somewhat important,Important,44060.0
9286.0,Sherrod Brown,Richard Cordray,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,3.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,No,4.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,Disapprove,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,"Cities over 500,000","Cities over 50,000",Ohio,Other,,Telephone survey,,,,Hurt,,,,Yes,Version 2,,1.64828491210938,,Very important,Important,43231.0
9287.0,Sherrod Brown,Richard Cordray,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,1.0,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,No,5.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,Approve,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,Suburbs,Suburbs,Ohio,White suburban women,,Telephone survey,,,,Hurt,,,,No,Version 2,,1.62570977210999,,Very important,Important,45066.0
9288.0,Sherrod Brown,Richard Cordray,65+,60+,65 or over,45+,50+,60+,65+,,,,Complete,,8.0,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,,,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,5.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,Omit,45+,65+,Democrat,,,Democratic women,Democrat,Democratic Women,,Liberal,,Liberal Democrats,Liberal Democrats,,,State questionnaire,,,,Midwest,,The Democratic candidate,Female,,Very serious,Serious,Married women,Suburbs,Suburbs,Ohio,,,Telephone survey,,,,Omit,,,,No,Version 2,,0.741700351238251,,Very important,Important,45069.0
9289.0,Sherrod Brown,Richard Cordray,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,9.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Omit,Omit,Unfavorable,About the same,To express opposition to Donald Trump,No,2.0,The Democratic candidate,,Yes,,,,,,,,No,No,,,Omit,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,Midwest,,The Democratic candidate,Female,Black women,Somewhat serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Other,,Telephone survey,,,,No impact,,,,No,Version 2,,0.306213319301605,,Very important,Important,43607.0
9290.0,Sherrod Brown,Richard Cordray,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,3.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,4.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,Disapprove,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Male,White men,Very serious,Serious,Married men,"Cities over 500,000","Cities over 50,000",Ohio,Other,,Telephone survey,,,,No impact,,,,Yes,Version 2,,0.423646569252014,,Very important,Important,43085.0
9291.0,Sherrod Brown,Richard Cordray,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,9.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,2.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,Approve,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Married men,Rural,Small Cities/Rural,Ohio,Other,,Telephone survey,,,,No impact,,,,No,Version 2,,2.22199487686157,,Very important,Important,44839.0
9292.0,Sherrod Brown,Richard Cordray,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,15.0,The Democratic Party,,,,,,Favorable,Both parties,Favorable,Better,Donald Trump was not a factor,No,4.0,The Democratic candidate,,Yes,,,,,,,,No,No,,,Approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,Midwest,,The Democratic candidate,Female,Black women,Very serious,Serious,Non married women,"Cities over 500,000","Cities over 50,000",Ohio,Other,,Telephone survey,,,,Hurt,,,,No,Version 2,,0.220221295952797,,Very important,Important,43207.0
9293.0,Sherrod Brown,Richard Cordray,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,15.0,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Both parties,Favorable,About the same,Donald Trump was not a factor,Yes,4.0,The Democratic candidate,,Yes,,,,,,,,Yes,No,,,Approve,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,Independent Men,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Midwest,,The Democratic candidate,Male,Latino men,Somewhat serious,Serious,Non married men,Suburbs,Suburbs,Ohio,Other,,Telephone survey,,,,No impact,,,,Yes,Version 2,,1.80641210079193,,Very important,Important,43026.0
9294.0,Sherrod Brown,Richard Cordray,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,7.0,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,Yes,2.0,The Democratic candidate,,Yes,,,,,,,,No,No,,,Disapprove,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Other,,Telephone survey,,,,Hurt,,,,No,Version 2,,2.02748894691467,,Very important,Important,44709.0
9295.0,Sherrod Brown,Richard Cordray,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,6.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,6.0,The Democratic candidate,,Yes,,,,,,,,No,No,,,Disapprove,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,Non married women,Rural,Small Cities/Rural,Ohio,Other,,Telephone survey,,,,Hurt,,,,Yes,Version 2,,1.01374447345734,,Very important,Important,44426.0
9296.0,Sherrod Brown,Richard Cordray,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,2.0,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,6.0,The Democratic candidate,,Omit,,,,,,,,No,No,,,Disapprove,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,Non married women,Rural,Small Cities/Rural,Ohio,Other,,Telephone survey,,,,No impact,,,,No,Version 2,,1.4834007024765,,Very important,Important,45107.0
9297.0,Sherrod Brown,Richard Cordray,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,8.0,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Democratic Party,Unfavorable,Worse,To express opposition to Donald Trump,No,3.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,Approve,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,Suburbs,Suburbs,Ohio,White suburban women,,Telephone survey,,,,Hurt,,,,No,Version 2,,0.798048973083496,,Somewhat important,Important,45356.0
9298.0,Sherrod Brown,Richard Cordray,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,10.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Democratic Party,Unfavorable,Worse,To express opposition to Donald Trump,No,5.0,The Democratic candidate,,No,,,,,,,,No,Yes,,,Approve,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,Suburbs,Suburbs,Ohio,White suburban women,,Telephone survey,,,,Hurt,,,,No,Version 2,,0.451000422239304,,Somewhat important,Important,45305.0
