ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENME06,GOVME06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,BUSH4,IRAQWAR,GUNOWNER,STECME,STEC2,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,BUSH,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
13207.0,Maine,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.49321115016937,Olympia Snowe (Rep),John Baldacci (Dem),Male,White,18-24,Something else,Moderate,,Catholic,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,18-29,18-24,18-64,18-29,Independent/Something else,,,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Upscale,4843.0
13219.0,Maine,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.802437245845795,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,50-59,Democratic,Moderate,$50k-$75k,Catholic,Somewhat disapprove,Somewhat approve,No,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Approve,White,Suburbs,Suburbs,2.0,Strong Democratic,Congressional District 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,4468.0
13233.0,Maine,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.751827538013458,Jean Hay Bright (Dem),John Baldacci (Dem),Male,White,40-44,Democratic,Liberal,$30k-$50k,None,Strongly disapprove,Strongly disapprove,Yes,Poor,Not so good/Poor,To express opposition to George W Bush,White male,White male,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,White None,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Suburb,Rural,Rural,Downscale,4005.0
13259.0,Maine,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.90790843963623,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,25-29,Independent,Conservative,$15k-$30k,Other Christian,Somewhat approve,Strongly approve,Yes,Poor,Not so good/Poor,George W Bush was not a factor,White female,White female,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale,4938.0
13266.0,Maine,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27999794483185,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,65-74,Independent,Liberal,Under $15k,Protestant,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Upscale,4843.0
13328.0,Maine,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.665607810020447,Did not vote,Chandler Woodcock (Rep),Male,White,75 or over,,Conservative,$30k-$50k,Protestant,Somewhat approve,Strongly approve,Yes,Poor,Not so good/Poor,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Suburb,Rural,Rural,Downscale,4005.0
13331.0,Maine,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.729765176773071,Jean Hay Bright (Dem),John Baldacci (Dem),Male,White,50-59,Democratic,Moderate,$50k-$75k,Protestant,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale,4938.0
13338.0,Maine,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.701497197151184,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,50-59,Republican,Moderate,$75k-$100k,Other Christian,Strongly approve,Strongly disapprove,Yes,Poor,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Disapprove,White,Suburbs,Suburbs,2.0,Strong Democratic,Congressional District 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,4468.0
13368.0,Maine,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.755573749542236,Olympia Snowe (Rep),Chandler Woodcock (Rep),Male,White,40-44,Republican,Moderate,$50k-$75k,Protestant,Somewhat approve,Somewhat approve,Yes,Poor,Not so good/Poor,George W Bush was not a factor,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Suburb,Rural,Rural,Downscale,4005.0
13383.0,Maine,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.641540765762329,Jean Hay Bright (Dem),John Baldacci (Dem),Female,White,30-39,Something else,Liberal,,None,Strongly disapprove,Strongly disapprove,No,Poor,Not so good/Poor,To express opposition to George W Bush,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,,,None,White None,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale,4938.0
13410.0,Maine,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.917237401008606,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,45-49,Democratic,Moderate,$50k-$75k,Catholic,Somewhat approve,Somewhat approve,No,Good,Excellent/Good,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Suburb,Rural,Rural,Downscale,4005.0
13438.0,Maine,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.677580416202545,Olympia Snowe (Rep),Patricia LaMarche (Green),Female,White,65-74,Democratic,Moderate,$30k-$50k,Catholic,Somewhat disapprove,Somewhat disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Suburbs,Suburbs,2.0,Strong Democratic,Congressional District 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,4468.0
13440.0,Maine,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.885296881198883,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,60-64,Republican,Conservative,$50k-$75k,Protestant,Strongly approve,Strongly approve,Yes,Good,Excellent/Good,To express support for George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale,4938.0
13472.0,Maine,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.698553681373596,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,65-74,Republican,Conservative,$30k-$50k,Catholic,Somewhat disapprove,Somewhat disapprove,Yes,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Suburb,Rural,Rural,Downscale,4005.0
13488.0,Maine,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.40066993236542,Olympia Snowe (Rep),Barbara Merrill (Independent),Female,White,60-64,Independent,Moderate,,None,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,,,None,White None,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale,4938.0
13535.0,Maine,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.917237401008606,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,50-59,Democratic,Conservative,$50k-$75k,Catholic,Strongly approve,Somewhat approve,No,Good,Excellent/Good,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Suburb,Rural,Rural,Downscale,4005.0
13536.0,Maine,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03854954242706,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,18-24,Independent,Liberal,$30k-$50k,Catholic,Somewhat disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale,4938.0
13566.0,Maine,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.660935997962952,Jean Hay Bright (Dem),John Baldacci (Dem),Female,White,45-49,Democratic,Moderate,$30k-$50k,Something else,Strongly disapprove,Strongly disapprove,No,Poor,Not so good/Poor,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Something else,White Something else,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Suburb,Rural,Rural,Downscale,4005.0
13578.0,Maine,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.33184611797333,Olympia Snowe (Rep),Barbara Merrill (Independent),Female,White,40-44,Independent,Moderate,,Protestant,Somewhat disapprove,Somewhat disapprove,Yes,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale,4938.0
13589.0,Maine,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.765562355518341,,John Baldacci (Dem),Male,White,75 or over,Democratic,,,,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,No answer,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,,,,,Disapprove,Disapprove,White,Suburbs,Suburbs,2.0,Strong Democratic,Congressional District 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,4468.0
13610.0,Maine,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.964636147022247,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,75 or over,Democratic,Moderate,$15k-$30k,Catholic,Somewhat disapprove,Somewhat disapprove,No,Good,Excellent/Good,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Suburb,Rural,Rural,Downscale,4005.0
13641.0,Maine,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.729765176773071,Jean Hay Bright (Dem),John Baldacci (Dem),Male,Other,30-39,Independent,Moderate,$15k-$30k,Something else,Somewhat disapprove,Somewhat disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Something else,Non-White,Disapprove,Disapprove,Other,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale,4938.0
13662.0,Maine,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.689990103244781,Olympia Snowe (Rep),Patricia LaMarche (Green),Female,White,30-39,Democratic,Moderate,$50k-$75k,Catholic,Somewhat disapprove,Somewhat disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Suburb,Rural,Rural,Downscale,4005.0
13680.0,Maine,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.674692749977112,Jean Hay Bright (Dem),John Baldacci (Dem),Female,White,65-74,Democratic,Liberal,$50k-$75k,None,Strongly approve,Strongly disapprove,No,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,None,White None,Approve,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale,4938.0
13692.0,Maine,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.755573749542236,Olympia Snowe (Rep),Chandler Woodcock (Rep),Male,White,30-39,Independent,Moderate,$50k-$75k,Catholic,Strongly approve,Strongly approve,Yes,Not so good,Not so good/Poor,To express support for George W Bush,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Suburb,Rural,Rural,Downscale,4005.0
13730.0,Maine,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.841796636581421,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,50-59,Republican,Moderate,$150k-$200k,Protestant,Somewhat disapprove,Somewhat disapprove,Yes,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale,4938.0
13732.0,Maine,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.802437245845795,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,40-44,Democratic,Moderate,$30k-$50k,Other Christian,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Suburbs,Suburbs,2.0,Strong Democratic,Congressional District 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,4468.0
13746.0,Maine,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.614609181880951,Jean Hay Bright (Dem),Barbara Merrill (Independent),Male,White,30-39,Democratic,Conservative,$30k-$50k,Catholic,Strongly disapprove,Strongly disapprove,Yes,Poor,Not so good/Poor,George W Bush was not a factor,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Suburb,Rural,Rural,Downscale,4005.0
13772.0,Maine,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01268434524536,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,65-74,Democratic,Liberal,,Protestant,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale,4938.0
13777.0,Maine,29.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.84422379732132,Jean Hay Bright (Dem),John Baldacci (Dem),Male,White,60-64,Independent,Moderate,$50k-$75k,None,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,None,White None,Disapprove,Disapprove,White,Suburbs,Suburbs,2.0,Strong Democratic,Congressional District 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,4444.0
