ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNY06,GOVNY06,AGNY06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,EDUC,UNION4,LATINO,BUSH4,IRAQWAR,IRAQTERR,SAFER06,TERRWORR,TERWORR2,ECONWORR,ECOWORR2,HILLPRES,RUDYPRES,PATAKPRS,HILVRUDY,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
7285.0, New York,116.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.21192157268524,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Jeanine Pirro (Rep/Con/Ind),Female,White,,Democratic,Moderate,$15k-$30k,,High school graduate,No one does,No,,Somewhat approve,,,,,,,,,,,White female,White female,,,,,Democratic,Less than $50k,Less than $100k,,,Did not graduate from college,High school graduate or less,,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,20.0,Competitive,Rural Upstate Areas,Town,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,12831.0
7286.0, New York,116.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.70269387960434,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,30-39,Democratic,Conservative,$50k-$75k,,Some college or associate degree,No one does,No,,Strongly disapprove,,,,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,,,Did not graduate from college,At least some college,,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,20.0,Competitive,Rural Upstate Areas,Town,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,12831.0
7287.0, New York,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.70364320278168,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,30-39,Democratic,Moderate,$150k-$200k,Jewish,College graduate,No one does,No,Strongly disapprove,Somewhat disapprove,Separate from the war on terrorism,Safer from terrorism,Somewhat worried,Very/Somewhat worried,Somewhat worried,Very/Somewhat worried,Yes,No,No,Hillary Rodham Clinton (Dem),White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Jewish,White Jewish,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",12.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very upscale,11201.0
7288.0, New York,116.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.669841349124908,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,White,30-39,Independent,Moderate,$75k-$100k,,College graduate,No one does,No,,Somewhat disapprove,,,,,,,,,,,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,College graduate,At least some college,,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,20.0,Competitive,Rural Upstate Areas,Town,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,12831.0
7290.0, New York,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.10877323150635,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,65-74,Democratic,Moderate,$100k-$150k,Catholic,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Not too worried,Not too/Not at all worried,Somewhat worried,Very/Somewhat worried,Yes,No,No,Hillary Rodham Clinton (Dem),White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",12.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very upscale,11201.0
7292.0, New York,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.70364320278168,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,40-44,Democratic,Liberal,$100k-$150k,None,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Not too worried,Not too/Not at all worried,Very worried,Very/Somewhat worried,Yes,No,No,Hillary Rodham Clinton (Dem),White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,None,White None,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",12.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very upscale,11201.0
7294.0, New York,129.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0556520223617603,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,18-24,Democratic,Liberal,$50k-$75k,Jewish,High school graduate,"Yes, someone else does",No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Safer from terrorism,Not too worried,Not too/Not at all worried,Very worried,Very/Somewhat worried,Yes,Yes,No,Hillary Rodham Clinton (Dem),White female,White female,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,Jewish,White Jewish,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,English,Suburbs,Suburbs,1.0,Strong Democratic,Long Island,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11790.0
7298.0, New York,129.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.71209907531738,Other,Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,18-24,Independent,Liberal,$30k-$50k,Catholic,High school graduate,No one does,No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Somewhat worried,Very/Somewhat worried,Somewhat worried,Very/Somewhat worried,No,No,No,Hillary Rodham Clinton (Dem),White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,1.0,Strong Democratic,Long Island,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11790.0
7299.0, New York,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.62399387359619,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,White,30-39,Democratic,Liberal,$100k-$150k,None,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Somewhat worried,Very/Somewhat worried,Very worried,Very/Somewhat worried,Yes,No,No,Hillary Rodham Clinton (Dem),White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,None,White None,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",12.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very upscale,11201.0
7302.0, New York,129.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16443836688995,John Spencer (Rep/Con),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,White,18-24,Democratic,Moderate,$75k-$100k,Jewish,Some college or associate degree,"Yes, someone else does",No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Not too worried,Not too/Not at all worried,Somewhat worried,Very/Somewhat worried,No,Yes,No,Rudolph Giuliani (Rep),White male,White male,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,Jewish,White Jewish,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,English,Suburbs,Suburbs,1.0,Strong Democratic,Long Island,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11790.0
7303.0, New York,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.62399387359619,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,White,50-59,Democratic,Liberal,$150k-$200k,None,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Not at all worried,Not too/Not at all worried,Very worried,Very/Somewhat worried,Yes,No,No,Hillary Rodham Clinton (Dem),White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,None,White None,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",12.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very upscale,11201.0
7306.0, New York,103.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12085747718811,Hillary Rodham Clinton (Dem/Ind/WF),John J. Faso (Rep/Con),Jeanine Pirro (Rep/Con/Ind),Male,White,50-59,Independent,Moderate,$150k-$200k,Catholic,,,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,,,Disapprove,Disapprove,,,,White,English,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,12033.0
7310.0, New York,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.44497752189636,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,60-64,Democratic,Conservative,$100k-$150k,Catholic,Postgraduate study,"Yes, I do and someone else does",No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Safer from terrorism,Somewhat worried,Very/Somewhat worried,Very worried,Very/Somewhat worried,Yes,No,No,Hillary Rodham Clinton (Dem),White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,English,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Urban Perimeter,Very upscale,12211.0
7313.0, New York,103.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.954259157180786,Other,Eliot Spitzer (Dem/Ind/WF),Other,Female,White,45-49,Something else,Liberal,$100k-$150k,Something else,,,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Something else,White Something else,,,Disapprove,Disapprove,,,,White,English,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,12033.0
7314.0, New York,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11279606819153,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,White,50-59,Independent,Moderate,$150k-$200k,Catholic,Some college or associate degree,"Yes, someone else does",No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Somewhat worried,Very/Somewhat worried,Not too worried,Not too/Not at all worried,Yes,No,No,Hillary Rodham Clinton (Dem),White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,English,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Urban Perimeter,Very upscale,12211.0
7318.0, New York,86.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.90076607465744,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Other,Female,White,30-39,Something else,Moderate,$50k-$75k,Catholic,,,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,,,Disapprove,Disapprove,,,,White,English,Suburbs,Suburbs,29.0,Competitive,Rural Upstate Areas,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,14560.0
7320.0, New York,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.913771271705627,John Spencer (Rep/Con),Eliot Spitzer (Dem/Ind/WF),Did not vote,Male,White,50-59,Republican,Moderate,$100k-$150k,Catholic,Postgraduate study,No one does,No,Somewhat approve,Somewhat approve,Separate from the war on terrorism,Safer from terrorism,Not too worried,Not too/Not at all worried,Not too worried,Not too/Not at all worried,No,No,No,Rudolph Giuliani (Rep),White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Urban Perimeter,Very upscale,12211.0
7323.0, New York,103.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.99491846561432,John Spencer (Rep/Con),John J. Faso (Rep/Con),Jeanine Pirro (Rep/Con/Ind),Female,White,65-74,Republican,Moderate,$15k-$30k,Catholic,,,,Somewhat approve,Somewhat approve,,,,,,,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,,,Approve,Approve,,,,White,,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,12033.0
7324.0, New York,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11279606819153,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,Asian,30-39,Independent,Liberal,$100k-$150k,Something else,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Somewhat worried,Very/Somewhat worried,Somewhat worried,Very/Somewhat worried,Yes,Yes,No,Hillary Rodham Clinton (Dem),Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Something else,Non-White,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Asian,English,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Urban Perimeter,Very upscale,12211.0
7325.0, New York,86.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.90076607465744,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Other,Female,White,30-39,Something else,Moderate,$50k-$75k,Catholic,,,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,,,Disapprove,Disapprove,,,,White,English,Suburbs,Suburbs,29.0,Competitive,Rural Upstate Areas,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,14560.0
7330.0, New York,123.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.748255431652069,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,60-64,,,,Catholic,High school graduate,No one does,No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Very worried,Very/Somewhat worried,Somewhat worried,Very/Somewhat worried,Yes,No,Yes,Hillary Rodham Clinton (Dem),White female,White female,60 or over,50-64,18-64,60 or over,,,,Catholic,White Catholic,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,2.0,Strong Democratic,Long Island,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,11704.0
7332.0, New York,103.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.50986576080322,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,White,75 or over,Independent,Liberal,$75k-$100k,Protestant,,,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,,,Disapprove,Disapprove,,,,White,English,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,12033.0
7333.0, New York,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16737353801727,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,Asian,30-39,Democratic,Moderate,$100k-$150k,Muslim,College graduate,No one does,No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Safer from terrorism,Somewhat worried,Very/Somewhat worried,Very worried,Very/Somewhat worried,Yes,No,No,Hillary Rodham Clinton (Dem),Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Something else,Non-White,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Asian,English,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Urban Perimeter,Very upscale,12211.0
7336.0, New York,123.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.938448190689087,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Jeanine Pirro (Rep/Con/Ind),Male,White,45-49,Republican,Moderate,$100k-$150k,Catholic,College graduate,"Yes, someone else does",No,Somewhat approve,Somewhat approve,Part of the war on terrorism,Safer from terrorism,Somewhat worried,Very/Somewhat worried,Somewhat worried,Very/Somewhat worried,No,Yes,No,Rudolph Giuliani (Rep),White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,College graduate,At least some college,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,English,Suburbs,Suburbs,2.0,Strong Democratic,Long Island,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,11704.0
7337.0, New York,1.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.16737353801727,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,Hispanic/Latino,45-49,,,,,,No one does,Yes,Strongly disapprove,,Separate from the war on terrorism,,Somewhat worried,Very/Somewhat worried,Very worried,Very/Somewhat worried,,,,,Non-white female,Non-white,45-59,40-49,18-64,30-59,,,,,,,,Disapprove,,No,No,No (no union member in household),White,Spanish,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Urban Perimeter,Very upscale,12211.0
7342.0, New York,103.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27962100505829,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,40-44,Democratic,Liberal,$30k-$50k,Catholic,,,No,Strongly disapprove,Somewhat disapprove,,,,,,,,,,,White female,White female,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,,,Disapprove,Disapprove,,,,White,English,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,12033.0
