ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENTN06,GOVTN06,AMEND1TN,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,MARRIED,CHILD,BUSH4,IRAQTRP,IRAQWAR,VOTE2004,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,IMPCORRS,FRISTPRS,UNFRTN06,UNFRFORD,UNFRCORK,FORBUSHS,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
2074.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.57489490509033,Bob Corker (Rep),Jim Bryson (Rep),Yes,Male,White,30-39,Independent,Conservative,,Protestant,A few times a month,Yes,College graduate,Yes,No,Somewhat approve,Send more troops,Strongly approve,George W. Bush (Rep),Extremely important,Extremely important,Somewhat important,Somewhat important,Somewhat important,No,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,All others,All others,All others,All men,Men without children,Married men,White,"Cities over 500,000","Cities over 50,000",5.0,Strong Democratic,Nashville area,Suburb,Urban,Urban Core,Very upscale,37076.0
2075.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.66035747528076,Harold Ford (Dem),Did not vote,Yes,Male,Black,50-59,Democratic,Liberal,$30k-$50k,Other Christian,A few time a year,Yes,High school graduate,No,Yes,Somewhat approve,Send more troops,Strongly approve,George W. Bush (Rep),Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Only Harold Ford did,"Yes, Harold Ford did","No, Bob Corker did not",George W Bush was not a factor,,,,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,All others,All others,All others,All men,Men with children,Single men,Black,"Cities over 500,000","Cities over 50,000",7.0,Strong Republican,Southwest,Suburb,Urban,Urban Core,Upscale,38128.0
2076.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.25180816650391,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Male,White,75 or over,Democratic,Moderate,$50k-$75k,Other Christian,Once a week,Yes,High school graduate,Yes,No,No answer,No answer,Somewhat approve,Joh Kerry (Dem),Somewhat important,Extremely important,Extremely important,Somewhat important,Somewhat important,Yes,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,Did not graduate from college,High school graduate or less,No answer,No answer,Approve,All others,All others,All others,All men,Men without children,Married men,White,"Cities over 500,000","Cities over 50,000",5.0,Strong Democratic,Nashville area,Suburb,Urban,Urban Core,Very upscale,37217.0
2077.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.30520737171173,Bob Corker (Rep),Jim Bryson (Rep),Yes,Female,White,75 or over,,Conservative,$15k-$30k,Protestant,More than once a week,Yes,Did not complete high school,Yes,No,Strongly approve,No answer,Somewhat approve,Did not vote,Somewhat important,Extremely important,Somewhat important,Extremely important,Somewhat important,No Answer,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",To express support for George W Bush,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,No answer,Approve,Married women,All others,All others,Other women, Women without children,Married women,White,Rural,Small Cities/Rural,8.0,Strong Democratic,Middle/West,Extremely Low Density Rural,Rural,Rural,Very downscale,38225.0
2078.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.8024959564209,,,Yes,Female,White,50-59,Independent,Liberal,$50k-$75k,Protestant,More than once a week,Yes,High school graduate,Yes,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,George W. Bush (Rep),Somewhat important,Extremely important,Extremely important,Somewhat important,Somewhat important,No Answer,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Married women,All others,All others,Other women, Women without children,Married women,White,Rural,Small Cities/Rural,8.0,Strong Democratic,Middle/West,Low Density Rural,Rural,Rural,Very downscale,38320.0
2079.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.900085806846619,Bob Corker (Rep),Phil Bredesen (Dem),Yes,Male,White,50-59,Republican,Conservative,$50k-$75k,Other Christian,A few time a year,No,Some college or associate degree,No,No,Somewhat approve,Send more troops,Somewhat approve,George W. Bush (Rep),Extremely important,Extremely important,Somewhat important,Somewhat important,Extremely important,No,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,All others,All others,All others,All men,Men without children,Single men,White,Suburbs,Suburbs,6.0,Strong Democratic,Nashville area,Suburb,80s Suburbs,Urban Perimeter,Very upscale,37075.0
2080.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.997710704803467,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Male,,,Democratic,Liberal,,Protestant,Never,Yes,College graduate,Yes,No,Strongly disapprove,No answer,Somewhat disapprove,Joh Kerry (Dem),Extremely important,No answer,Somewhat important,No answer,Somewhat important,No,No Answer,No Answer,No Answer,George W Bush was not a factor,,,,,,,,,,Democratic,,,Protestant/Other Christian,Non-White,All others,All others,Never,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,All others,All others,All others,All men,Men without children,Married men,,Rural,Small Cities/Rural,6.0,Strong Democratic,Middle/West,Low Density Rural,Rural,Rural,Upscale,38506.0
2081.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.986457765102386,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Female,White,75 or over,Democratic,Moderate,,Catholic,Once a week,Yes,High school graduate,No,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Joh Kerry (Dem),No answer,Extremely important,Somewhat important,No answer,Somewhat important,No,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",To express opposition to George W Bush,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,Catholic,White Catholic,All others,White Evangelical Born Again Christians,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others,All others,All others,Other women, Women without children,Single women,White,Rural,Small Cities/Rural,4.0,Strong Democratic,Middle/West,Low Density Rural,Rural,Rural,Downscale,37398.0
2082.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.23936700820923,Did not vote,Phil Bredesen (Dem),Yes,Female,White,25-29,Republican,Moderate,$15k-$30k,Other Christian,Once a week,No,Did not complete high school,Yes,Yes,Somewhat disapprove,Withdraw some troops,Somewhat approve,Did not vote,Somewhat important,Somewhat important,Extremely important,Extremely important,Extremely important,No,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",No answer,,,,White female,White female,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Approve,Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,"Cities 50,000-500,000","Cities over 50,000",6.0,Strong Democratic,Nashville area,Suburb,Urban,Urban Core,Upscale,37130.0
2083.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.18846654891968,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Female,White,75 or over,Republican,Moderate,$50k-$75k,Catholic,Once a week,No,High school graduate,Yes,No,Somewhat approve,Withdraw some troops,Somewhat approve,George W. Bush (Rep),Not at all important,Somewhat important,Not at all important,Somewhat important,Somewhat important,Yes,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Approve,Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Suburb,80s Suburbs,Urban Perimeter,Very upscale,38017.0
2084.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.46024584770203,Bob Corker (Rep),,Yes,Male,White,65-74,Independent,Conservative,,Protestant,Once a week,,Did not complete high school,Yes,No,Strongly approve,Send more troops,Strongly approve,George W. Bush (Rep),Somewhat important,Extremely important,Somewhat important,Somewhat important,Somewhat important,No Answer,Only Harold Ford did,"Yes, Harold Ford did","No, Bob Corker did not",To express support for George W Bush,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,All others,All others,All others,All men,Men without children,Married men,White,Rural,Small Cities/Rural,6.0,Strong Democratic,Middle/West,Low Density Rural,Rural,Rural,Upscale,38506.0
2085.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.07258379459381,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Male,White,50-59,Democratic,Conservative,$50k-$75k,None,A few time a year,Yes,High school graduate,Yes,No,Strongly disapprove,Maintain the same number of troops,Somewhat disapprove,Joh Kerry (Dem),Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No Answer,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",To express opposition to George W Bush,,,,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,All others,White Evangelical Born Again Christians,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Disapprove,All others,All others,All others,All men,Men without children,Married men,White,Rural,Small Cities/Rural,6.0,Strong Democratic,Middle/West,Low Density Rural,Rural,Rural,Upscale,38506.0
2086.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.70135903358459,Bob Corker (Rep),Phil Bredesen (Dem),Yes,Male,White,65-74,Independent,Conservative,$150k-$200k,Protestant,More than once a week,Yes,College graduate,Yes,No,Strongly approve,Send more troops,Somewhat approve,George W. Bush (Rep),Extremely important,Extremely important,Somewhat important,Extremely important,Extremely important,No,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",To express support for George W Bush,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,All others,All others,All others,All men,Men without children,Married men,White,"Cities over 500,000","Cities over 50,000",5.0,Strong Democratic,Nashville area,Suburb,Urban,Urban Core,Upscale,37115.0
2087.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.663226366043091,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Female,White,50-59,Democratic,Liberal,$75k-$100k,Other Christian,More than once a week,No,High school graduate,Yes,No,Somewhat disapprove,Withdraw some troops,Strongly disapprove,Joh Kerry (Dem),Extremely important,Extremely important,Extremely important,Somewhat important,Extremely important,Yes,Only Bob Corker did,"No, Harold Ford did not","Yes, Bob Corker did",To express opposition to George W Bush,,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Married women,All others,All others,Other women, Women without children,Married women,White,Rural,Small Cities/Rural,8.0,Strong Democratic,Middle/West,Low Density Rural,Rural,Rural,Very downscale,38320.0
2088.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.609863340854645,Bob Corker (Rep),Jim Bryson (Rep),Yes,Female,White,65-74,Independent,Conservative,Under $15k,Other Christian,More than once a week,Yes,High school graduate,No,No,Somewhat approve,Send more troops,Somewhat approve,George W. Bush (Rep),Somewhat important,Extremely important,Somewhat important,Somewhat important,Somewhat important,No Answer,Only Bob Corker did,"No, Harold Ford did not","Yes, Bob Corker did",George W Bush was not a factor,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,8.0,Strong Democratic,Southwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38004.0
2089.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.18834328651428,Bob Corker (Rep),Jim Bryson (Rep),Yes,Male,White,65-74,Republican,Conservative,$75k-$100k,Protestant,More than once a week,Yes,College graduate,Yes,No,Somewhat approve,Send more troops,Strongly approve,George W. Bush (Rep),Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,All others,All others,All others,All men,Men without children,Married men,White,"Cities over 500,000","Cities over 50,000",5.0,Strong Democratic,Nashville area,Suburb,Urban,Urban Core,Upscale,37218.0
2090.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.792301535606384,Harold Ford (Dem),Phil Bredesen (Dem),No,Female,White,30-39,Democratic,Moderate,$50k-$75k,None,A few time a year,No,Some college or associate degree,Yes,Yes,Strongly disapprove,No answer,Strongly disapprove,Joh Kerry (Dem),Extremely important,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,No answer,Disapprove,Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,"Cities over 500,000","Cities over 50,000",5.0,Strong Democratic,Nashville area,Suburb,Urban,Urban Core,Upscale,37211.0
2091.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.94002437591553,Harold Ford (Dem),Phil Bredesen (Dem),Did not vote,Female,White,65-74,Something else,Moderate,,Protestant,Once a week,Yes,Some college or associate degree,Yes,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Joh Kerry (Dem),Extremely important,Extremely important,Extremely important,Somewhat important,Extremely important,No,Only Bob Corker did,"No, Harold Ford did not","Yes, Bob Corker did",George W Bush was not a factor,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Married women,All others,All others,Other women, Women without children,Married women,White,Rural,Small Cities/Rural,8.0,Strong Democratic,Middle/West,Extremely Low Density Rural,Rural,Rural,Very downscale,38225.0
2092.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.71812546253204,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Male,White,65-74,Independent,Moderate,$100k-$150k,Protestant,A few time a year,No,College graduate,Yes,No,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Joh Kerry (Dem),Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",To express opposition to George W Bush,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,3.0,Strong Republican,East,Suburb,70s Suburbs,Urban Perimeter,Very upscale,37377.0
