ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENTX06,GOVTX06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,EDUC,LATINO,BUSH4,IRAQWAR,TWOWAYGOVTEX,PERRYJOB,PERRJOB2,IMMFENCE,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,IMMDEPORT,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
3684.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.630646169185638,Barbara Ann Radnofsky (Dem),Kinky Friedman (Ind),Female,White,50-59,Independent,Liberal,$200k or more,Some college or associate degree,No,Strongly disapprove,Strongly disapprove,Chris Bell (Dem),Somewhat disapprove,Disapprove,Somewhat,Extremely important,Somewhat important,Somewhat important,Not at all important,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Did not graduate from college,At least some college,Disapprove,Disapprove,White,English,"Cities over 500,000","Cities over 50,000",22.0,Competitive,Houston,High Density Urban,Urban,Urban Core,Very upscale,77062.0
3685.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.438209891319275,Kay Bailey Hutchison (Rep),Chris Bell (Dem),Female,White,50-59,Republican,Moderate,,College graduate,No,Somewhat approve,Somewhat approve,Chris Bell (Dem),Somewhat disapprove,Disapprove,Somewhat,Somewhat important,Extremely important,Somewhat important,Somewhat important,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Republican,,,College graduate,At least some college,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",11.0,Unopposed Republican,West,Suburb,Urban,Urban Core,Upscale,79762.0
3686.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.596772074699402,Kay Bailey Hutchison (Rep),Rick Perry (Rep),Female,White,50-59,Republican,Conservative,$75k-$100k,High school graduate,No,Strongly approve,Strongly approve,Rick Perry (Rep),Strongly approve,Approve,A great deal,Somewhat important,Extremely important,Somewhat important,Extremely important,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,White,English,Suburbs,Suburbs,14.0,Strong Republican,South-Central,Suburb,80s Suburbs,Urban Perimeter,Very upscale,77494.0
3687.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.369166105985641,Barbara Ann Radnofsky (Dem),Chris Bell (Dem),Female,White,75 or over,Democratic,Liberal,$75k-$100k,College graduate,No,Strongly disapprove,Strongly disapprove,Chris Bell (Dem),Strongly disapprove,Disapprove,Not much,Somewhat important,Somewhat important,Somewhat important,Not at all important,Offered a chance to apply for legal status,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,English,"Cities over 500,000","Cities over 50,000",10.0,Strong Republican,South-Central,High Density Urban,Urban,Urban Core,Upscale,78757.0
3688.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.816594839096069,Kay Bailey Hutchison (Rep),Carole Strayhorn (Ind),Female,White,30-39,Independent,Conservative,$100k-$150k,Postgraduate study,No,Somewhat approve,Somewhat approve,Rick Perry (Rep),Somewhat approve,Approve,Somewhat,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Approve,Approve,White,English,Suburbs,Suburbs,31.0,Strong Republican,South-Central,Suburb,80s Suburbs,Urban Perimeter,Very upscale,78613.0
3689.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.41253986954689,Kay Bailey Hutchison (Rep),Rick Perry (Rep),Female,White,50-59,Republican,Conservative,,High school graduate,No,Strongly approve,Strongly approve,Rick Perry (Rep),Somewhat approve,Approve,Not much,Somewhat important,Somewhat important,Somewhat important,Extremely important,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Republican,,,Did not graduate from college,High school graduate or less,Approve,Approve,White,English,Rural,Small Cities/Rural,21.0,Strong Republican,West,Extremely Low Density Rural,Rural,Rural,Upscale,78003.0
3690.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.56449615955353,Barbara Ann Radnofsky (Dem),Kinky Friedman (Ind),Male,White,50-59,Independent,Moderate,,Some college or associate degree,No,Strongly disapprove,Strongly disapprove,Chris Bell (Dem),Strongly disapprove,Disapprove,Not at all,Extremely important,Somewhat important,Somewhat important,Somewhat important,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,,,Did not graduate from college,At least some college,Disapprove,Disapprove,White,English,Rural,Small Cities/Rural,25.0,Strong Democratic,South-Central,Extremely Low Density Rural,Rural,Rural,Downscale,78632.0
3691.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.480094194412231,Kay Bailey Hutchison (Rep),Carole Strayhorn (Ind),Female,White,30-39,Republican,Conservative,$30k-$50k,Postgraduate study,No,Somewhat approve,Somewhat approve,Rick Perry (Rep),Somewhat approve,Approve,Somewhat,Not at all important,Somewhat important,Somewhat important,Somewhat important,Deported to the country they came from,White female,White female,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,College graduate,At least some college,Approve,Approve,White,English,"Cities over 500,000","Cities over 50,000",16.0,Unoppsed Democratic,Hispanic South,Suburb,Urban,Urban Core,Very upscale,79912.0
3692.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.43723046779633,Kay Bailey Hutchison (Rep),Rick Perry (Rep),Male,White,50-59,Republican,Conservative,$200k or more,Postgraduate study,No,Strongly approve,Somewhat approve,Rick Perry (Rep),Somewhat approve,Approve,Somewhat,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,College graduate,At least some college,Approve,Approve,White,English,Suburbs,Suburbs,17.0,Competitive,East,Low Density Rural,No Answer,Low-Growth Suburban Perimeter,Upscale,76033.0
3693.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.833824038505554,Kay Bailey Hutchison (Rep),Kinky Friedman (Ind),Male,White,50-59,Republican,Moderate,$100k-$150k,Postgraduate study,No,Somewhat disapprove,Somewhat approve,Rick Perry (Rep),Somewhat approve,Approve,Somewhat,Somewhat important,Extremely important,Somewhat important,Somewhat important,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Approve,White,English,Suburbs,Suburbs,31.0,Strong Republican,South-Central,Suburb,80s Suburbs,Urban Perimeter,Very upscale,78613.0
3694.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.574943959712982,Kay Bailey Hutchison (Rep),Kinky Friedman (Ind),Female,White,50-59,Independent,Moderate,$100k-$150k,Postgraduate study,No,Strongly approve,Somewhat approve,Rick Perry (Rep),Somewhat disapprove,Disapprove,Somewhat,Extremely important,Extremely important,Extremely important,Somewhat important,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Approve,Approve,White,English,Suburbs,Suburbs,1.0,Strong Republican,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,75642.0
3695.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.596772074699402,Kay Bailey Hutchison (Rep),Rick Perry (Rep),Female,White,50-59,Independent,Moderate,$100k-$150k,High school graduate,No,Somewhat approve,Somewhat approve,No Answer,No Answer,No Answer,Somewhat,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No answer,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Did not graduate from college,High school graduate or less,Approve,Approve,White,English,Suburbs,Suburbs,17.0,Competitive,South-Central,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,76655.0
3696.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.592381715774536,Kay Bailey Hutchison (Rep),Carole Strayhorn (Ind),Male,White,50-59,Independent,Conservative,$150k-$200k,College graduate,No,Somewhat approve,Strongly disapprove,Chris Bell (Dem),Somewhat disapprove,Disapprove,Not much,Somewhat important,Not at all important,Somewhat important,Somewhat important,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Approve,Disapprove,White,English,Suburbs,Suburbs,6.0,Strong Republican,Dallas/Fort Worth,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,76063.0
3697.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.423634260892868,Barbara Ann Radnofsky (Dem),Rick Perry (Rep),Male,White,65-74,Democratic,Liberal,$15k-$30k,College graduate,No,Strongly disapprove,Strongly disapprove,Rick Perry (Rep),Strongly approve,Approve,A great deal,Extremely important,Extremely important,Extremely important,Somewhat important,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",14.0,Strong Republican,East,High Density Urban,Urban,Urban Core,Upscale,77551.0
3698.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.20741784572601,Kay Bailey Hutchison (Rep),Rick Perry (Rep),Female,White,75 or over,Republican,Conservative,$50k-$75k,College graduate,No,Strongly approve,Strongly approve,Rick Perry (Rep),Strongly approve,Approve,Not at all,Not at all important,Extremely important,Not at all important,Extremely important,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,White,English,Rural,Small Cities/Rural,1.0,Strong Republican,East,Low Density Rural,Rural,Rural,Downscale,75684.0
3699.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.499928921461105,Barbara Ann Radnofsky (Dem),Kinky Friedman (Ind),Female,Other,75 or over,Independent,Liberal,$15k-$30k,Some college or associate degree,No,Strongly disapprove,Strongly disapprove,Chris Bell (Dem),Strongly disapprove,Disapprove,Not at all,Extremely important,Somewhat important,Extremely important,Somewhat important,No answer,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Other,English,"Cities 50,000-500,000","Cities over 50,000",27.0,Strong Democratic,Hispanic South,High Density Urban,Urban,Urban Core,Upscale,78412.0
3700.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.2291486263275098,Barbara Ann Radnofsky (Dem),,Female,Black,,Something else,Moderate,,High school graduate,No,No answer,No answer,No Answer,No Answer,No Answer,Somewhat,Extremely important,Extremely important,Extremely important,Somewhat important,No answer,Non-white female,Non-white,,,,,Independent/Something else,,,Did not graduate from college,High school graduate or less,No answer,No answer,Black,English,Suburbs,Suburbs,26.0,Strong Republican,East,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,76210.0
3701.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.41533732414246,Barbara Ann Radnofsky (Dem),Chris Bell (Dem),Female,White,60-64,Democratic,Conservative,$50k-$75k,High school graduate,No,Strongly disapprove,Strongly disapprove,Chris Bell (Dem),Strongly disapprove,Disapprove,Not at all,No answer,No answer,Somewhat important,Somewhat important,Deported to the country they came from,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,English,Rural,Small Cities/Rural,4.0,Strong Republican,East,Town,Rural,Rural,Downscale,75418.0
3702.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.01870918273926,Kay Bailey Hutchison (Rep),Carole Strayhorn (Ind),Male,White,45-49,Independent,Moderate,,High school graduate,No,Strongly approve,Strongly approve,Chris Bell (Dem),Somewhat approve,Approve,Somewhat,Extremely important,Extremely important,Extremely important,Somewhat important,Deported to the country they came from,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,,,Did not graduate from college,High school graduate or less,Approve,Approve,White,English,"Cities over 500,000","Cities over 50,000",16.0,Unoppsed Democratic,Hispanic South,Suburb,Urban,Urban Core,Upscale,79936.0
3703.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.919249594211578,Kay Bailey Hutchison (Rep),Rick Perry (Rep),Male,,45-49,Something else,Moderate,$50k-$75k,Some college or associate degree,No,Somewhat approve,Somewhat disapprove,Rick Perry (Rep),Strongly approve,Approve,Somewhat,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Offered a chance to apply for legal status,,,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Disapprove,,English,"Cities over 500,000","Cities over 50,000",16.0,Unoppsed Democratic,Hispanic South,High Density Urban,Urban,Urban Core,Downscale,79924.0
3704.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.318715691566467,Barbara Ann Radnofsky (Dem),Rick Perry (Rep),Female,Hispanic/Latino,60-64,Independent,Conservative,$15k-$30k,Did not complete high school,Yes,Strongly disapprove,Strongly disapprove,Rick Perry (Rep),Strongly disapprove,Disapprove,Not at all,Extremely important,Somewhat important,Extremely important,Extremely important,Deported to the country they came from,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Hispanic/Latino,English,"Cities over 500,000","Cities over 50,000",16.0,Unoppsed Democratic,Hispanic South,High Density Urban,Urban,Urban Core,Very downscale,79915.0
3705.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.902365922927856,Kay Bailey Hutchison (Rep),Chris Bell (Dem),Female,Hispanic/Latino,18-24,Something else,Moderate,$15k-$30k,High school graduate,Yes,Strongly disapprove,Strongly disapprove,Rick Perry (Rep),Somewhat disapprove,Disapprove,Not at all,Somewhat important,Somewhat important,Somewhat important,Extremely important,Offered a chance to apply for legal status,Non-white female,Non-white,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Hispanic/Latino,English,"Cities over 500,000","Cities over 50,000",16.0,Unoppsed Democratic,Hispanic South,Suburb,Urban,Urban Core,Very upscale,79912.0
3706.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.660302639007568,Barbara Ann Radnofsky (Dem),Chris Bell (Dem),Male,Hispanic/Latino,65-74,Democratic,Conservative,Under $15k,Did not complete high school,Yes,No answer,Somewhat approve,Chris Bell (Dem),Somewhat approve,Approve,A great deal,Somewhat important,Somewhat important,Extremely important,Somewhat important,Offered a chance to apply for legal status,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,No answer,Approve,Hispanic/Latino,English,"Cities over 500,000","Cities over 50,000",16.0,Unoppsed Democratic,Hispanic South,High Density Urban,Urban,Urban Core,Downscale,79924.0
3707.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.269225239753723,Kay Bailey Hutchison (Rep),Kinky Friedman (Ind),Female,White,40-44,Independent,Moderate,$50k-$75k,Some college or associate degree,No,Strongly approve,Somewhat approve,Chris Bell (Dem),Strongly disapprove,Disapprove,A great deal,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Deported to the country they came from,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,White,English,"Cities 10,000-50,000",Small Cities/Rural,21.0,Strong Republican,West,Extremely Low Density Rural,Rural,Rural,Upscale,78028.0
3708.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.731038868427277,Barbara Ann Radnofsky (Dem),Chris Bell (Dem),Male,White,65-74,Independent,Liberal,$15k-$30k,College graduate,No,Strongly disapprove,Strongly disapprove,Chris Bell (Dem),No Answer,No Answer,Not at all,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No answer,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,English,"Cities over 500,000","Cities over 50,000",9.0,Unoppsed Democratic,Houston,High Density Urban,Urban,Urban Core,Upscale,77035.0
3709.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.822477281093597,Barbara Ann Radnofsky (Dem),Chris Bell (Dem),Female,White,50-59,Democratic,Conservative,$15k-$30k,High school graduate,No,Somewhat approve,Strongly disapprove,Chris Bell (Dem),Strongly disapprove,Disapprove,A great deal,Somewhat important,Somewhat important,Somewhat important,Extremely important,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",14.0,Strong Republican,South-Central,Suburb,Urban,Urban Core,Downscale,77901.0
3710.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.240389972925186,Barbara Ann Radnofsky (Dem),Chris Bell (Dem),Female,Black,50-59,Democratic,Liberal,$15k-$30k,High school graduate,No,Strongly disapprove,Strongly approve,Chris Bell (Dem),Somewhat disapprove,Disapprove,Not much,Extremely important,Extremely important,Somewhat important,Extremely important,Deported to the country they came from,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Approve,Black,English,"Cities over 500,000","Cities over 50,000",26.0,Strong Republican,Dallas/Fort Worth,Suburb,Urban,Urban Core,Very downscale,76119.0
3711.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.305236399173737,Kay Bailey Hutchison (Rep),Rick Perry (Rep),Female,Other,65-74,Republican,Conservative,,Some college or associate degree,No,Strongly approve,Strongly approve,Rick Perry (Rep),Somewhat approve,Approve,Not much,Extremely important,Extremely important,Somewhat important,Somewhat important,No answer,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Republican,,,Did not graduate from college,At least some college,Approve,Approve,American Indian,English,"Cities 50,000-500,000","Cities over 50,000",11.0,Unopposed Republican,West,Suburb,Urban,Urban Core,Upscale,79762.0
3712.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.01986825466156,Kay Bailey Hutchison (Rep),Carole Strayhorn (Ind),Female,White,65-74,Democratic,Moderate,$30k-$50k,Some college or associate degree,No,Strongly disapprove,Strongly disapprove,Rick Perry (Rep),Somewhat approve,Approve,Somewhat,Extremely important,Somewhat important,Extremely important,Somewhat important,Offered a chance to apply for legal status,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,English,Suburbs,Suburbs,8.0,Strong Republican,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,77656.0
3713.0,Texas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.718615233898163,Kay Bailey Hutchison (Rep),Rick Perry (Rep),Male,White,50-59,Independent,Conservative,$100k-$150k,Some college or associate degree,No,Somewhat approve,Strongly approve,Rick Perry (Rep),Somewhat approve,Approve,Somewhat,Extremely important,Extremely important,Somewhat important,Extremely important,No answer,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Did not graduate from college,At least some college,Approve,Approve,White,English,Suburbs,Suburbs,3.0,Strong Republican,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,75002.0
