ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,VTRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,TEAPARTY,TIMEST12,UNDERREP12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BREAKFACT,BREAKIMP,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,XQLTREP12,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
238911.0, Vermont,44.0,Call 3,Complete,Election day exit poll,0.758153915405273,Did not vote,Female,White,45-49,45-49,Moderate,Independent,"$50,000-$99,999",Postgraduate study,Legal in all cases,One of several important factors,No,Omit,The economy,Yes,Has strong moral character,Neutral,Just today,Romney,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,A factor,Important,Neutral,Neither,Last few days,Since January 1st,No,All others,Has strong moral character,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,5733.0
235004.0, Vermont,44.0,Call 2,Complete,Election day exit poll,0.578186571598053,Did not vote,Male,White,50-59,50-59,Moderate,Democrat,"$30,000-$49,999",High school or less,Legal in most cases,One of several important factors,No,I dislike the other candidates,The economy,No,Omit,Strongly oppose,Omit,Omit,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Legal,A factor,Important,Oppose,Neither,Omit,Omit,Yes,All others,Omit,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,5733.0
232998.0, Vermont,27.0,Call 1,Complete,Election day exit poll,1.4439617395401,Did not vote,Female,White,60-64,60-64,Somewhat liberal,Democrat,"$50,000-$99,999",Postgraduate study,Legal in most cases,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,Yes,Omit,Strongly oppose,Just today,Gingrich,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,A factor,Important,Oppose,Neither,Last few days,Since January 1st,No,All others,Omit,State questionnaire,Rural,Small Cities/Rural,1.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,5837.0
232997.0, Vermont,27.0,Call 1,Complete,Election day exit poll,1.4439617395401,Did not vote,Female,White,60-64,60-64,Somewhat liberal,Democrat,"$50,000-$99,999",Postgraduate study,Legal in most cases,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,Yes,Omit,Strongly oppose,Just today,Gingrich,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,A factor,Important,Oppose,Neither,Last few days,Since January 1st,No,All others,Omit,State questionnaire,Rural,Small Cities/Rural,1.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,5837.0
232977.0, Vermont,16.0,Call 1,Complete,Election day exit poll,0.732010722160339,Did not vote,Female,White,45-49,45-49,Very liberal,Independent,"$200,000 or more",College graduate,Legal in all cases,A minor factor,No,I dislike the other candidates,The economy,Yes,Omit,Neutral,Omit,Omit,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,A factor,Not important,Neutral,Neither,Omit,Omit,No,All others,Omit,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
238758.0, Vermont,44.0,Call 3,Complete,Election day exit poll,0.578186571598053,Did not vote,Male,White,40-44,40-44,Moderate,Democrat,"$100,000-$199,999",Some college/assoc. degree,Legal in all cases,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Omit,Strongly oppose,Omit,Omit,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Legal,A factor,Important,Oppose,Neither,Omit,Omit,No,All others,Omit,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,5733.0
232954.0, Vermont,16.0,Call 1,Not complete,Election day exit poll,0.732010722160339,Did not vote,Female,White,40-44,40-44,,,,Some college/assoc. degree,,One of several important factors,,I dislike the other candidates,,Yes,,,Omit,,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,,,,,,,,No college degree,More than High school graduate,,A factor,Important,,,Omit,Omit,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
238737.0, Vermont,58.0,Call 3,Complete,Election day exit poll,1.08801567554474,Did not vote,Female,White,25-29,25-29,Somewhat liberal,Democrat,"$30,000-$49,999",Postgraduate study,Legal in all cases,Not a factor at all,No,I strongly favor my candidate,The economy,No,Omit,Strongly oppose,Before that,Paul,Non married women,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,Not a factor,Not important,Oppose,Neither,Earlier than that,Before January 1st,No,All others,Omit,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,5764.0
232913.0, Vermont,16.0,Call 1,Complete,Election day exit poll,0.538835525512695,Did not vote,Male,White,65 or over,65 or over,Moderate,,"Under $30,000",High school or less,Omit,The most important factor,Yes,Omit,Omit,Yes,Omit,Neutral,Omit,Omit,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Omit,A factor,Important,Neutral,Born-again but not Tea Party supporter,Omit,Omit,Yes,White Born-again/Evangelical Christians,Omit,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
238696.0, Vermont,44.0,Call 3,Complete,Election day exit poll,0.578186571598053,Did not vote,Male,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,Legal in most cases,Omit,No,Omit,Omit,Yes,Omit,Somewhat support,Omit,Romney,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Omit,Omit,Support,Tea Party supporter and not born-again,Omit,Omit,No,All others,Omit,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,5733.0
232893.0, Vermont,2.0,Call 1,Complete,Election day exit poll,0.899401366710663,Did not vote,Male,White,50-59,50-59,Somewhat liberal,Independent,"$100,000-$199,999",Postgraduate study,Legal in all cases,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Is a true conservative,Strongly oppose,Earlier this year,Paul,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,A factor,Important,Oppose,Neither,Earlier than that,Since January 1st,No,All others,Is a true conservative,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,5440.0
232876.0, Vermont,2.0,Call 1,Complete,Election day exit poll,1.1383376121521,Did not vote,Female,White,65 or over,65 or over,Moderate,Democrat,"$50,000-$99,999",Postgraduate study,Legal in most cases,A minor factor,No,I strongly favor my candidate,The economy,Yes,Has the right experience,Strongly oppose,Before that,Romney,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,A factor,Not important,Oppose,Neither,Earlier than that,Before January 1st,No,All others,Has the right experience,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,5440.0
232873.0, Vermont,13.0,Call 1,Complete,Election day exit poll,0.548288762569427,Did not vote,Male,White,60-64,60-64,Moderate,Independent,,High school or less,Omit,One of several important factors,No,Omit,Omit,Yes,Omit,Neutral,Omit,Romney,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,High school graduate or less,Omit,A factor,Important,Neutral,Neither,Omit,Omit,,All others,Omit,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,5734.0
232856.0, Vermont,16.0,Call 1,Complete,Election day exit poll,0.706554412841797,Did not vote,Female,White,65 or over,65 or over,Moderate,Democrat,"Under $30,000",Some college/assoc. degree,Legal in all cases,The most important factor,No,I strongly favor my candidate,The economy,No,Has the right experience,Neutral,Before that,Omit,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,A factor,Important,Neutral,Neither,Earlier than that,Before January 1st,Yes,All others,Has the right experience,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
232832.0, Vermont,2.0,Call 1,Complete,Election day exit poll,0.899401366710663,Did not vote,Male,White,50-59,50-59,Somewhat liberal,Democrat,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Has the right experience,Neutral,Earlier this year,Santorum,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,A factor,Important,Neutral,Neither,Earlier than that,Since January 1st,No,All others,Has the right experience,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,5440.0
232812.0, Vermont,2.0,Call 1,Complete,Election day exit poll,1.1383376121521,Did not vote,Female,White,60-64,60-64,Moderate,Democrat,"Under $30,000",Some college/assoc. degree,Legal in all cases,Not a factor at all,No,I strongly favor my candidate,The economy,No,Has strong moral character,Strongly oppose,Before that,Romney,Non married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,Not a factor,Not important,Oppose,Neither,Earlier than that,Before January 1st,Yes,All others,Has strong moral character,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,5440.0
232793.0, Vermont,2.0,Call 1,Complete,Election day exit poll,0.868123948574066,Did not vote,Male,White,60-64,60-64,Moderate,Independent,"Under $30,000",Some college/assoc. degree,Legal in all cases,One of several important factors,No,I dislike the other candidates,Federal budget deficit,No,Has the right experience,Strongly oppose,Earlier this year,Romney,Non married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,A factor,Important,Oppose,Neither,Earlier than that,Since January 1st,Yes,All others,Has the right experience,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,5440.0
234705.0, Vermont,4.0,Call 2,Complete,Election day exit poll,0.78337287902832,Did not vote,Male,White,40-44,40-44,Somewhat liberal,Something else,"$50,000-$99,999",High school or less,Legal in all cases,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,Yes,Has the right experience,Somewhat oppose,Just today,Omit,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Legal,A factor,Important,Oppose,Neither,Last few days,Since January 1st,No,All others,Has the right experience,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,East,Version 1,Town,Rural,Rural,Downscale,5641.0
238562.0, Vermont,74.0,Call 3,Complete,Election day exit poll,0.5253866314888,Did not vote,Female,White,65 or over,65 or over,Somewhat liberal,Democrat,"$50,000-$99,999",Postgraduate study,Illegal in all cases,One of several important factors,No,Omit,Abortion,Yes,Is a true conservative,Strongly oppose,Omit,Omit,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,A factor,Important,Oppose,Neither,Omit,Omit,No,All others,Is a true conservative,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,5156.0
232758.0, Vermont,2.0,Call 1,Complete,Election day exit poll,0.899401366710663,Did not vote,Male,White,45-49,45-49,Moderate,Something else,"Under $30,000",High school or less,Illegal in all cases,One of several important factors,No,I like my candidate but with reservations,The economy,No,Has strong moral character,Neutral,Earlier this year,Romney,Non married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,A factor,Important,Neutral,Neither,Earlier than that,Since January 1st,Yes,All others,Has strong moral character,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,5440.0
232743.0, Vermont,2.0,Call 1,Complete,Election day exit poll,1.17935061454773,Did not vote,Female,White,30-39,30-39,Somewhat liberal,Independent,"$50,000-$99,999",College graduate,Legal in most cases,One of several important factors,No,I like my candidate but with reservations,Illegal immigration,Yes,Can defeat Barack Obama,Neutral,Earlier this year,Paul,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,A factor,Important,Neutral,Neither,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,5440.0
232711.0, Vermont,2.0,Call 1,Complete,Election day exit poll,1.52120304107666,Did not vote,Male,White,25-29,25-29,Moderate,Democrat,"Under $30,000",High school or less,Legal in most cases,One of several important factors,No,I strongly favor my candidate,The economy,No,Is a true conservative,Neutral,Just today,Gingrich,Non married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Legal,A factor,Important,Neutral,Neither,Last few days,Since January 1st,Yes,All others,Is a true conservative,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,5440.0
232695.0, Vermont,2.0,Call 1,Complete,Election day exit poll,0.899401366710663,Did not vote,Male,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,Not a factor at all,Yes,I dislike the other candidates,Federal budget deficit,Yes,Has strong moral character,Neutral,Before that,Gingrich,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Not a factor,Not important,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,5440.0
238477.0, Vermont,74.0,Call 3,Complete,Election day exit poll,0.54431563615799,Did not vote,Female,White,30-39,30-39,Somewhat liberal,Democrat,"$50,000-$99,999",College graduate,Legal in all cases,One of several important factors,No,I like my candidate but with reservations,Abortion,Yes,Omit,Somewhat support,Omit,Omit,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,A factor,Important,Support,Tea Party supporter and not born-again,Omit,Omit,No,All others,Omit,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,5156.0
232674.0, Vermont,2.0,Call 1,Complete,Election day exit poll,1.17935061454773,Did not vote,Female,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,Legal in all cases,One of several important factors,No,I like my candidate but with reservations,Federal budget deficit,Yes,Has the right experience,Somewhat support,Before that,Paul,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,A factor,Important,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,Has the right experience,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,5440.0
