ID,GOVME14,SENME14,@2WAYGOVME,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,EXTREMELEPAGE,FAVDEM2,FAVREP2,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,KNOWGAY,LATINO,MARIJUANALAW,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TRACK,VERSION,WEIGHT,WHNCLINC,WORK,WORKSEX,WRKWOMEN,WRKWOMEN4,ZIPCODE
75289.0,Mike Michaud,Did not vote,Mike Michaud,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Yes,Unfavorable,Unfavorable,1.0,Government should do more to solve problems,Omit,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Yes,No,Legal,No,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,9.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,East,Yes,Male,White men,Non married men,Suburbs,Suburbs,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,0.970189034938812,Yes,No,Non-working men,All others,Non-working men,4005.0
75129.0,Mike Michaud,Did not vote,Mike Michaud,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,1.0,College graduate,College graduate,More than High school graduate,White college degree,Yes,Favorable,Unfavorable,1.0,Government is doing too many things better left to businesses and individuals,Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Yes,No,Legal,Yes,Worried,Somewhat worried,Disapprove,Somewhat disapprove,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,88.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,1.00501143932343,No,Yes,Working women,Working women,Working women,3908.0
91893.0,Paul LePage,Did not vote,Paul LePage,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,No,Omit,Omit,2.0,Government is doing too many things better left to businesses and individuals,Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Yes,No,Legal,Yes,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,22.0,,,White,White,State questionnaire,White,White,East,Yes,Male,White men,Married men,Rural,Small Cities/Rural,Maine,Election day exit poll,Generally going in the right direction,Version 1,1.11300349235535,No,Yes,Working men,All others,Working men,4426.0
60612.0,Paul LePage,Did not vote,Paul LePage,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,No,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Yes,No,Illegal,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,82.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,1.04238653182983,No,,,,,4074.0
66215.0,Paul LePage,Did not vote,Paul LePage,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,2.0,,,,,No,Unfavorable,Unfavorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Yes,No,Illegal,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,76.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,East,No,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,0.855174779891968,No,Yes,Working women,Working women,Working women,4769.0
9859.0,,Shenna Bellows,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,,,,,,,,,,No,,,Worried,Somewhat worried,Approve,Somewhat approve,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,East,,Male,White men,,Rural,Small Cities/Rural,Maine,Telephone survey,,Version 1,0.0,,,,,,4970.0
9846.0,,Shenna Bellows,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,2.0,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,No,,Yes,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,East,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Maine,Telephone survey,,Version 3,0.0,No,,,,,4240.0
9807.0,,Shenna Bellows,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,Favorable,Unfavorable,1.0,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,No,Illegal,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,East,Yes,Female,White women,,Suburbs,Suburbs,Maine,Telephone survey,Generally going in the right direction,Version 4,0.0,No,,,,,4046.0
92769.0,,Shenna Bellows,Mike Michaud,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,2.0,College graduate,College graduate,More than High school graduate,White college degree,Yes,Favorable,Favorable,2.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Yes,,Legal,Yes,Worried,Somewhat worried,Approve,Strongly approve,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Liberal,92.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,Generally going in the right direction,Version 1,0.710519790649414,No,Yes,Working women,Working women,Working women,4679.0
73364.0,Mike Michaud,Shenna Bellows,Mike Michaud,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Yes,Favorable,Unfavorable,1.0,Government is doing too many things better left to businesses and individuals,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,No,Legal,No,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Liberal,72.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,East,Yes,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Maine,Election day exit poll,Seriously off on the wrong track,Version 1,0.422839760780334,Yes,Yes,Working women,Working women,Working women,4102.0
59840.0,Mike Michaud,Shenna Bellows,Mike Michaud,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,,,,,Yes,Favorable,Unfavorable,1.0,Government should do more to solve problems,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Yes,No,Legal,Yes,Worried,Very worried,Approve,Somewhat approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,82.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,Generally going in the right direction,Version 1,0.805500745773315,No,Yes,Working women,Working women,Working women,4074.0
73345.0,Mike Michaud,Shenna Bellows,Mike Michaud,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,College graduate,College graduate,More than High school graduate,White college degree,Yes,Favorable,Unfavorable,1.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Yes,No,Legal,Yes,Worried,Very worried,Approve,Strongly approve,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,82.0,,,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,Omit,Version 1,0.805500745773315,No,Yes,Working women,Working women,Working women,4074.0
97465.0,Mike Michaud,Shenna Bellows,Mike Michaud,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Yes,Favorable,Unfavorable,1.0,Government should do more to solve problems,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Legal,No,Worried,Somewhat worried,Approve,Strongly approve,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,88.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,East,Yes,Male,White men,Non married men,Suburbs,Suburbs,Maine,Election day exit poll,Generally going in the right direction,Version 1,1.05838787555695,No,Yes,Working men,All others,Working men,3908.0
65602.0,Mike Michaud,Shenna Bellows,Mike Michaud,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Yes,Favorable,Unfavorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Yes,No,Legal,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,112.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,East,Yes,Male,White men,Married men,Rural,Small Cities/Rural,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,1.70374643802643,No,Yes,Working men,All others,Working men,4901.0
75232.0,Mike Michaud,Shenna Bellows,Mike Michaud,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Yes,Favorable,Unfavorable,1.0,Government should do more to solve problems,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Yes,No,Omit,Yes,Worried,Somewhat worried,Approve,Strongly approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,114.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,Generally going in the right direction,Version 1,0.823995351791382,No,No,Non-working women,All others,Non-working women,4096.0
92621.0,Mike Michaud,Shenna Bellows,Mike Michaud,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,Yes,Favorable,Unfavorable,2.0,Government is doing too many things better left to businesses and individuals,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Yes,No,Legal,Yes,Worried,Somewhat worried,Approve,Somewhat approve,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Conservative,65.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,East,Yes,Male,White men,Married men,Rural,Small Cities/Rural,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,0.681574761867523,Yes,No,Non-working men,All others,Non-working men,4281.0
92622.0,Mike Michaud,Shenna Bellows,Mike Michaud,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,2.0,College graduate,College graduate,More than High school graduate,White college degree,Yes,Favorable,Unfavorable,2.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Yes,No,Illegal,Yes,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,22.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,0.806900680065155,No,Yes,Working women,Working women,Working women,4426.0
75686.0,Mike Michaud,Shenna Bellows,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,No,,,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,63.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,East,,Male,White men,,Suburbs,Suburbs,Maine,Election day exit poll,,Version 1,0.840115308761597,Yes,,,,,4469.0
63655.0,Mike Michaud,Shenna Bellows,Mike Michaud,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Yes,Favorable,Unfavorable,1.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Legal,Yes,Worried,Somewhat worried,Approve,Somewhat approve,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Liberal,114.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,East,Yes,,,,Suburbs,Suburbs,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,1.03688788414001,No,No,,All others,,4096.0
92619.0,Mike Michaud,Shenna Bellows,Mike Michaud,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,2.0,College graduate,College graduate,More than High school graduate,White college degree,Yes,Favorable,Unfavorable,2.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Yes,No,Illegal,Yes,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,22.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,0.806900680065155,No,Yes,Working women,Working women,Working women,4426.0
92600.0,Mike Michaud,Shenna Bellows,Mike Michaud,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 3,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Yes,Favorable,Unfavorable,1.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,,Illegal,No,Worried,Very worried,Approve,Strongly approve,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,82.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,East,No,Male,White men,Non married men,Suburbs,Suburbs,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,1.07425737380981,Yes,No,Non-working men,All others,Non-working men,4074.0
79079.0,Mike Michaud,Shenna Bellows,Mike Michaud,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Not complete,Call 2,1.0,,,,,,,,1.0,Government should do more to solve problems,,,,,,,,,,No,,,,,,,45+,18-64,,,,,,,,112.0,,,White,White,State questionnaire,White,White,East,Yes,Female,White women,,Rural,Small Cities/Rural,Maine,Election day exit poll,Generally going in the right direction,Version 1,1.51276969909668,,Yes,Working women,Working women,Working women,4901.0
