ID,GOVSD14,SENSD14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,REGION,SDEB5,SENCNTL,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,VERSION,WEIGHT,WHNCLINC,ZIPCODE
98418.0,Dennis Daugaard,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,2.0,Omit,Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,36.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,Midwest,Omit,The Democratic Party,Female,White women,Married women,,,South Dakota,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,Seriously off on the wrong track,Version 1,1.3009078502655,No,57108.0
3694.0,Dennis Daugaard,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,4.0,Omit,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,Midwest,Disapprove,The Republican Party,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,Version 1,0.520764410495758,Yes,57701.0
3836.0,Dennis Daugaard,,65+,60+,65 or over,45+,60+,65+,,,,Complete,,1.0,College graduate,College graduate,More than High school graduate,,Omit,Omit,4.0,Omit,Omit,,,,,,,,No,No,Not worried,Not too worried,Approve,Somewhat approve,45+,65+,,,,,,,Conservative,,,,,,State questionnaire,,,Midwest,Omit,Omit,Female,,Non married women,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,Omit,Omit,Omit,Omit,Seriously off on the wrong track,Version 1,0.169840812683105,,57702.0
80586.0,Dennis Daugaard,Did not vote,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,3.0,Government should do more to solve problems,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,No,Not worried,Not too worried,Disapprove,Somewhat disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,7.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,Midwest,Approve,Does not matter to me,Male,White men,Non married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Generally going in the right direction,Version 1,1.18628776073456,No,57006.0
99209.0,Dennis Daugaard,Did not vote,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,3.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Not worried,Not too worried,Disapprove,Somewhat disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,7.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Omit,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Omit,Omit,Omit,Omit,Omit,Version 1,1.18005836009979,No,57006.0
99719.0,Dennis Daugaard,Did not vote,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,Omit,3.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,7.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,Midwest,Omit,Does not matter to me,Female,White women,Married women,,,South Dakota,Election day exit poll,Omit,Omit,Omit,Omit,Seriously off on the wrong track,Version 1,1.12510943412781,No,57006.0
97858.0,Dennis Daugaard,Did not vote,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 3,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,4.0,Omit,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Approve,Strongly approve,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,65.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,Midwest,Disapprove,The Democratic Party,Female,White women,Married women,,,South Dakota,Election day exit poll,Omit,Omit,Omit,Omit,Generally going in the right direction,Version 1,1.08698189258575,No,57701.0
11350.0,,Rick Weiland,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,1.0,,,,,,,,,,No,Yes,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,,,White,White,National questionnaire,White,White,Midwest,,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,,,,,,Version 3,0.280626088380814,,57105.0
3789.0,,Rick Weiland,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,No,Not worried,Not too worried,Approve,Somewhat approve,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,Midwest,Disapprove,Does not matter to me,Female,White women,Non married women,Rural,Small Cities/Rural,South Dakota,Telephone survey,Before that,In the last month,Before that,In the last month,Omit,Version 1,0.674614548683167,No,57325.0
3743.0,,Rick Weiland,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,2.0,Government should do more to solve problems,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Approve,Somewhat approve,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,Midwest,Disapprove,The Democratic Party,Male,White men,Married men,Rural,Small Cities/Rural,South Dakota,Telephone survey,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.244851768016815,No,57016.0
81906.0,,Rick Weiland,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,1.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Omit,2.0,Government should do more to solve problems,Omit,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,Yes,Not worried,Not too worried,Omit,Omit,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,5.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,Midwest,Disapprove,The Democratic Party,Female,White women,Married women,,,South Dakota,Election day exit poll,Before that,In the last month,In the last week,In the last week,Omit,Version 1,2.29648637771606,No,57006.0
97015.0,,Rick Weiland,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Very worried,Omit,Omit,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,,56.0,,,White,White,State questionnaire,White,White,Midwest,Disapprove,The Democratic Party,Female,White women,Married women,,,South Dakota,Election day exit poll,Omit,Omit,Omit,Omit,Seriously off on the wrong track,Version 1,1.44364547729492,No,57005.0
96356.0,,Rick Weiland,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Omit,1.0,Government is doing too many things better left to businesses and individuals,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Not worried,Not too worried,Approve,Somewhat approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,56.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,Midwest,Omit,Omit,Female,White women,Non married women,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.44364547729492,No,57005.0
80402.0,Did not vote,Rick Weiland,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,3.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,Yes,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,9.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,Midwest,,,Male,White men,Married men,Rural,Small Cities/Rural,South Dakota,Election day exit poll,,,,,,Version 3,0.893081068992615,Yes,57342.0
95199.0,Did not vote,Rick Weiland,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Not worried,Not at all worried,Approve,Strongly approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,53.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,Midwest,Disapprove,The Democratic Party,Female,White women,Non married women,,,South Dakota,Election day exit poll,Before that,In the last month,Before that,In the last month,Generally going in the right direction,Version 1,1.29057288169861,No,57105.0
98570.0,Did not vote,Rick Weiland,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Somewhat disapprove,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,7.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,Midwest,Disapprove,The Democratic Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,Version 1,1.24385130405426,No,57006.0
81073.0,Did not vote,Rick Weiland,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,3.0,Government should do more to solve problems,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,7.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,Midwest,Disapprove,Omit,Female,White women,Married women,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.18593192100525,No,57006.0
98343.0,Did not vote,Rick Weiland,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Favorable,3.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,No,Worried,Somewhat worried,Disapprove,Somewhat disapprove,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,7.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Midwest,Disapprove,The Democratic Party,Female,White women,Non married women,,,South Dakota,Election day exit poll,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,Version 1,1.6758143901825,Yes,57006.0
3876.0,Did not vote,Rick Weiland,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,3.0,Omit,Omit,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,Yes,Worried,Somewhat worried,Approve,Somewhat approve,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Midwest,Omit,The Democratic Party,Female,White women,Married women,Rural,Small Cities/Rural,South Dakota,Telephone survey,Omit,Omit,Omit,Omit,Seriously off on the wrong track,Version 1,0.294527739286423,Yes,57369.0
8933.0,Susan Wismer,Rick Weiland,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,4.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Yes,Yes,,,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Other,White,National questionnaire,Hispanic/Latino,Hispanic/Latino,Midwest,,,Male,Latino men,Married men,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,,,,,,Version 2,0.34802109003067,No,57702.0
59733.0,Susan Wismer,Rick Weiland,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,3.0,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,No,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Liberal,9.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,Midwest,,,Male,White men,Non married men,Rural,Small Cities/Rural,South Dakota,Election day exit poll,,,,,,Version 2,0.75549304485321,Yes,57342.0
60781.0,Susan Wismer,Rick Weiland,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Conservative,9.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,Midwest,,,Male,White men,,Rural,Small Cities/Rural,South Dakota,Election day exit poll,,,,,,Version 5,0.75152587890625,No,57342.0
60984.0,Susan Wismer,Rick Weiland,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,3.0,,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Yes,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Conservative,9.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,Midwest,,,Female,White women,Married women,Rural,Small Cities/Rural,South Dakota,Election day exit poll,,,,,,Version 2,0.720313787460327,Yes,57342.0
61471.0,Susan Wismer,Rick Weiland,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,3.0,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,Yes,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,9.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,Midwest,,,Male,White men,Married men,Rural,Small Cities/Rural,South Dakota,Election day exit poll,,,,,,Version 2,0.75549304485321,Yes,57342.0
61473.0,Susan Wismer,Rick Weiland,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,3.0,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,Yes,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,9.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,Midwest,,,Male,White men,Married men,Rural,Small Cities/Rural,South Dakota,Election day exit poll,,,,,,Version 2,0.75549304485321,Yes,57342.0
