ID,GOVCA14,HOUCA14,ABORT2,ABORTION,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK14,BREAK14B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,CHRISTIEPRES,CLIMATECHANGE,CONGRESS,CONGRESS4,EBOLA14,ECONBETT,ECONDIR,ECONFAIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FINSIT2,FOLLOW14,FOLLOW14B,FOROBAMAH,GAY,GEOCODE,GOVTDO10,HCLINPRES,HEALTHCARE14,HILLVREP,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,JBUSHPRES,LANDPHONE,LATINO,LIFE,MARCHILD,MARIJUANALAW,MARRIED,NEC,NEC2,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PAULPRES,PERRYPRES,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RACEREL14,RCONGANG,RCONGANG2,REGION,REL5,RELIGN10,RELWHITE,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TRACK,TRUSTGOV,TRUSTGOVB,UNIONHH12,VERSION,VETVOTER,WEIGHT,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,WRKWOMEN4,ZIPCODE
11025.0,Jerry Brown,,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,17.0,,,,,No,,,,,,Favors the wealthy,No high school diploma,No college degree,High school graduate or less,White no college degree,Favorable,Omit,,,,,,1.0,Government is doing too many things better left to businesses and individuals,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,,No,Omit,,Illegal,,,,,,,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,Gotten better,,,West,,,,No,Female,White women,,Suburbs,Suburbs,English,California,,,,Telephone survey,,,Seriously off on the wrong track,,,,Version 4,,1.84768331050873,,Yes,,,,,,,,,93930.0
11128.0,Jerry Brown,,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,All others,All others,,,,Complete,,,,,12.0,,,,,,,,,Staying about the same,Poor and staying the same,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,,Barack Obama was not a factor,,3.0,,,Was about right,,,,,,,,,,,The economy,,,No,,,,No,Not so good,Not so good or poor,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,,,,,,,,,,Moderate,,,,Other,Other,National questionnaire,Other,Other,,Angry,"Dissatisfied, but not angry or angry",West,,,,,Female,All other races,Non married women,Suburbs,Suburbs,English,California,,,,Telephone survey,,,,,,,Version 2,,0.833975911140442,,No,,Yes,,Working women,,,Working women,Working women,94044.0
10887.0,Jerry Brown,,Legal,Legal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week,Weekly,Protestant/Attend weekly,Complete,,,Yes,,11.0,,,No,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Better,,,,,2.0,,,,Hillary Clinton,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,All others,,No,,,,,,,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,,,,,White,White,National questionnaire,White,White,,,,West,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Female,White women,Non married women,Suburbs,Suburbs,English,California,,,,Telephone survey,,,,Only some of the time,Only some of the time or never,No,Version 3,,0.920130789279938,White Protestants,No,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,,95376.0
10882.0,Jerry Brown,,Legal,Legal in all cases,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Never,Never,All others,Complete,,,,,11.0,,,No,,,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,Better,,,,,1.0,,,,It depends,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,,Yes,,All others,,No,,,,,,,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,Independent Women,All others,,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,West,None,None,,,Female,Latino women,Non married women,Suburbs,Suburbs,English,California,,,,Telephone survey,,,,Only some of the time,Only some of the time or never,No,Version 3,,5.25541734695435,Non-white,No,All others,,,,No,,,,95023.0
10869.0,Jerry Brown,,Illegal,Illegal in all cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Protestant/Attend weekly,Complete,,,No,,12.0,,,No,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Better,,,,,3.0,,,,It depends,,,,,,,,,,,,,No,,All others,,No,,,,,,,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,,,West,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",English,California,,,,Telephone survey,,,,Only some of the time,Only some of the time or never,No,Version 3,,1.99642205238342,White Protestants,No,All others,,,,No,White Protestant non-evangelical,,,94122.0
83636.0,Jerry Brown,,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,Call 2,43.0,,,,,,,,,Getting better,Getting better,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,Barack Obama was not a factor,,4.0,,,Was about right,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,Omit,,,No,,,,No,Good,Excellent or good,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,,Moderate,25.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,,,,,Male,White men,Non married men,Suburbs,Suburbs,English,California,,,,Election day exit poll,,,,,,,Version 2,,0.503167331218719,,No,,Yes,,Working men,,,All others,Working men,90094.0
11097.0,Jerry Brown,,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,52.0,,,,,,,,,Getting better,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,Barack Obama was not a factor,,5.0,,,Omit,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Omit,,,No,,,,Yes,Not so good,Not so good or poor,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,,,,,Male,White men,Married men,Suburbs,Suburbs,English,California,,,,Telephone survey,,,,,,,Version 2,,0.880830824375153,,No,,No,,Non-working men,,,All others,Non-working men,92027.0
83334.0,Jerry Brown,,Omit,Omit,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Omit,Omit,Protestant/Do not attend weekly,Complete,,,,Call 2,26.0,,,No,,,,,,,,,,,,,,,About the same,,,,,1.0,,,,Omit,,,,,,,,,,,,,No,,All others,,Yes,,,,,,,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,,,Moderate,114.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,,West,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,,,,Suburbs,Suburbs,English,California,,,,Election day exit poll,,,,Just about always,Just about always or most of the time,No,Version 3,,1.04971277713776,White Protestants,,All others,,,,,,,,91361.0
83299.0,Jerry Brown,,Legal,Legal in all cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Never,Never,All others,Complete,,,No,Call 2,5.0,,,Yes,,,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Better,,,,,1.0,,,,Hillary Clinton,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,No,,Married with children,,Yes,,,,,,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,,Liberal,107.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,West,None,None,None,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,0.567503333091736,White none,No,All others,,,,No,All others,,,95404.0
67070.0,Jerry Brown,,Legal,Legal in all cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Once a week,Weekly,Catholic/Attend weekly,Complete,,,Yes,Call 1,5.0,,,No,,,,,,,,,,,,,,,About the same,,,,,1.0,,,,Hillary Clinton,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,No,,All others,,No,,,,,,,,,45+,18-64,Women without children,,,,,,,,,,107.0,,,White,White,National questionnaire,White,White,,,,West,Catholic,Catholic,Catholic,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Election day exit poll,,,,Most of the time,Just about always or most of the time,No,Version 3,,0.531666934490204,White Catholics,,White Born-again/Evangelical Christians,,,,No,All others,,,95404.0
67069.0,Jerry Brown,,Legal,Legal in all cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Once a week,Weekly,Catholic/Attend weekly,Complete,,,Yes,Call 1,5.0,,,No,,,,,,,,,,,,,,,About the same,,,,,1.0,,,,Hillary Clinton,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,No,,All others,,No,,,,,,,,,45+,18-64,Women without children,,,,,,,,,,107.0,,,White,White,National questionnaire,White,White,,,,West,Catholic,Catholic,Catholic,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Election day exit poll,,,,Most of the time,Just about always or most of the time,No,Version 3,,0.531666934490204,White Catholics,,White Born-again/Evangelical Christians,,,,No,All others,,,95404.0
66931.0,Jerry Brown,,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,,Call 1,5.0,,,,,Yes,,,,,,Is fair to most Americans,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,,,,,1.0,Government is doing too many things better left to businesses and individuals,,,,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,No,Worse than life today,,Legal,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Liberal,107.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,Stayed about the same,,,West,,,,Yes,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,0.531666934490204,,No,,,,,,,,,95404.0
9699.0,Jerry Brown,,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,50.0,,,,,,Omit,Omit,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,,5.0,,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,The economy,,,No,,,,,,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,,,West,,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Telephone survey,Not too worried,Not too or not at all worried,,,,,Version 1,Yes,1.76165986061096,,No,,,,,,,,,92009.0
9696.0,Jerry Brown,,,,,,,,,,,,,,,,Complete,,,,,38.0,,,,,,Omit,Omit,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,Omit,Omit,,,,,,,,,,Omit,Omit,Omit,Omit,,,,,,,,,,,,,,,,,,,,National questionnaire,,,,,,West,,,,,Female,,,Suburbs,Suburbs,,California,,,,Telephone survey,Omit,Omit,,,,,Version 1,,0.0960833057761192,,,,,,,,,,,91792.0
66357.0,Jerry Brown,,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,Somewhat closely,Somewhat or not too closely,,Call 1,30.0,,,,,,Disapprove,Somewhat disapprove,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,4.0,,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Approve,The economy,,,No,,,,,,,Worried,Somewhat worried,Approve,Strongly approve,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,,Liberal,26.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,West,,,,,Male,White men,,Suburbs,Suburbs,English,California,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Version 1,No,0.467218577861786,,No,,,,,,,,,91325.0
9613.0,Jerry Brown,,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,No,,14.0,Yes,Both regular land-line and cell phone service,,Omit,,,,Approve,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,Not too closely,Somewhat or not too closely,,No,3.0,,Yes,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,Omit,Yes,No,,,,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,No,No,Liberal,,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,West,Catholic,Catholic,Catholic,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,California,Neither,Neutral,Neutral,Telephone survey,,,,,,,Version 5,,1.64617550373077,White Catholics,No,All others,,,,No,All others,,,95051.0
9606.0,Jerry Brown,,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,Yes,,10.0,Yes,Both regular land-line and cell phone service,,No,,,,Approve,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,Somewhat closely,Somewhat or not too closely,,No,3.0,,No,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,Yes,Yes,No,,,,,,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,No,Yes,Conservative,,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,,West,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Male,White men,,Suburbs,Suburbs,English,California,Both Tea Party supporter and born-again,Somewhat support,Support,Telephone survey,,,,,,,Version 5,,3.84137439727783,White Protestants,No,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,,94521.0
