ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CONMONUMENTS,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVDEM2,FAVREP2,FORTRUMPG,GEOCODE,GOVVA17,GUNOWNER12,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME17,INCWHITE,ISSUE17VA,LATINO,MARRIED,MCAULIFFEAPP,MCAULIFFEAPP2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACEREL17VA,RACERELGILLESPIE,RACERELNORTHAM,REGION,SEX,SEXBYRACE,SEXWED,STANUM,STECONBETVA,SUBURBWHITE,TELEPOLL,TIME17,TIME17MONTH,TIME17WEEK,TRUMP2,TRUMP4,VERSION,WEIGHT,WHNCLINC,WHTEVANG,ZIPCODE
222484.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 1,6.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,5.0,Ralph Northam,,,,,,,,,,No,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,,107.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,,,South,Male,Black men,, Virginia,,Other,Election day exit poll,,,,,,Version 2,0.894331634044647,,,24017.0
222485.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,11.0,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,1.0,Ralph Northam,,,,,,,,,,No,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,,29.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,,,South,Male,Black men,, Virginia,,Other,Election day exit poll,,,,,,Version 4,1.14539301395416,,,22031.0
222486.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,2.0,Left in place,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,Unfavorable,Favorable,Donald Trump was not a factor,2.0,Ed Gillespie,Yes,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Gun policy,No,,Strongly disapprove,Strongly or somewhat disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,83.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Only Ed Gillespie,Only Ed Gillespie or both of them,Only Ed Gillespie or neither of them,South,Male,White men,, Virginia,Staying about the same,,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat approve,Strongly approve,Version 3,1.5946409702301,No,All others,23693.0
222488.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,11.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,1.0,Ralph Northam,,,,,,,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,29.0,,,White,White,State questionnaire,White,White,White,,,,South,Male,White men,, Virginia,,,Election day exit poll,,,,,,Version 4,0.917698860168457,,,22031.0
222489.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,9.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,5.0,Ralph Northam,,,,,,,,,,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,,74.0,,,White,White,State questionnaire,White,White,White,,,,South,Male,White men,, Virginia,,,Election day exit poll,,,,,,Version 2,0.523500919342041,,,24244.0
222490.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,6.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,5.0,Ralph Northam,,,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,,107.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,,,South,Male,Black men,, Virginia,,Other,Election day exit poll,,,,,,Version 2,0.959230601787567,,,24017.0
222491.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,9.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,5.0,Ed Gillespie,,,,,,,,,,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,74.0,,,White,White,State questionnaire,White,White,White,,,,South,Male,White men,, Virginia,,,Election day exit poll,,,,,,Version 2,0.905018508434296,,,24244.0
222492.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,11.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,1.0,Ralph Northam,,,,,,,,,,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,29.0,,,White,White,State questionnaire,White,White,White,,,,South,Male,White men,, Virginia,,,Election day exit poll,,,,,,Version 4,0.917698860168457,,,22031.0
222493.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,Call 1,6.0,,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,5.0,Ralph Northam,,,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,107.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,,,South,Female,Black women,, Virginia,,Other,Election day exit poll,,,,,,Version 2,0.856207251548767,,,24017.0
222494.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,9.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,5.0,Ed Gillespie,,,,,,,,,,No,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,74.0,,,White,White,State questionnaire,White,White,White,,,,South,Male,White men,, Virginia,,,Election day exit poll,,,,,,Version 2,0.843787431716919,,,24244.0
222495.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,11.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,,,,1.0,Ralph Northam,,,,,,,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,29.0,,,White,White,State questionnaire,White,White,White,,,,South,Female,White women,, Virginia,,,Election day exit poll,,,,,,Version 4,0.878578364849091,,,22031.0
222496.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,6.0,,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,5.0,Ralph Northam,,,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,107.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,,,South,Female,Black women,, Virginia,,Other,Election day exit poll,,,,,,Version 2,0.918339610099792,,,24017.0
222497.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,9.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,,,,5.0,Ed Gillespie,,,,,,,,,,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,74.0,,,White,White,State questionnaire,White,White,White,,,,South,Female,White women,, Virginia,,,Election day exit poll,,,,,,Version 2,0.866438567638397,,,24244.0
222498.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,11.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,1.0,Ralph Northam,,,,,,,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,29.0,,,White,White,State questionnaire,White,White,White,,,,South,Male,White men,, Virginia,,,Election day exit poll,,,,,,Version 4,0.917698860168457,,,22031.0
222499.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,9.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,5.0,Ed Gillespie,,,,,,,,,,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,74.0,,,White,White,State questionnaire,White,White,White,,,,South,Male,White men,, Virginia,,,Election day exit poll,,,,,,Version 2,0.843787431716919,,,24244.0
222500.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,Call 1,6.0,,High school or less,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,5.0,Ralph Northam,,,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,,107.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,,,South,Male,Black men,, Virginia,,Other,Election day exit poll,,,,,,Version 2,0.894331634044647,,,24017.0
222501.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,9.0,,College graduate,College graduate,More than High school graduate,White college degree,White women college graduates,,,,5.0,Ed Gillespie,,,,,,,,,,No,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,,74.0,,,White,White,State questionnaire,White,White,White,,,,South,Female,White women,, Virginia,,,Election day exit poll,,,,,,Version 2,0.866438567638397,,,24244.0
222502.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,9.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,5.0,Ed Gillespie,,,,,,,,,,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,74.0,,,White,White,State questionnaire,White,White,White,,,,South,Female,White women,, Virginia,,,Election day exit poll,,,,,,Version 2,0.866438567638397,,,24244.0
222503.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,6.0,Left in place,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White women non college graduates,Unfavorable,Favorable,To express support for Donald Trump,4.0,Ed Gillespie,Yes,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,Yes,Strongly disapprove,Strongly or somewhat disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,9.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Only Ed Gillespie,Only Ed Gillespie or both of them,Only Ed Gillespie or neither of them,South,Female,White women,Married women, Virginia,Getting better,,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat approve,Strongly approve,Version 3,1.42855429649353,No,White Born-again/Evangelical Christians,24502.0
222504.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 1,6.0,,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,5.0,Ralph Northam,,,,,,,,,,No,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,107.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,,,South,Female,Black women,, Virginia,,Other,Election day exit poll,,,,,,Version 2,0.856207251548767,,,24017.0
222506.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,9.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,5.0,Ed Gillespie,,,,,,,,,,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,74.0,,,White,White,State questionnaire,White,White,White,,,,South,Male,White men,, Virginia,,,Election day exit poll,,,,,,Version 2,0.905018508434296,,,24244.0
222507.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Black 45-64,Complete,,Call 1,6.0,,High school or less,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,5.0,Ed Gillespie,,,,,,,,,,Yes,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,,107.0,,,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,,South,Female,Latino women,, Virginia,,Other,Election day exit poll,,,,,,Version 2,1.38004899024963,,,24017.0
222509.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,9.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,5.0,Ed Gillespie,,,,,,,,,,No,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,,74.0,,,White,White,State questionnaire,White,White,White,,,,South,Male,White men,, Virginia,,,Election day exit poll,,,,,,Version 2,0.905018508434296,,,24244.0
222510.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,11.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,1.0,Ralph Northam,,,,,,,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,29.0,,,White,White,State questionnaire,White,White,White,,,,South,Male,White men,, Virginia,,,Election day exit poll,,,,,,Version 4,0.917698860168457,,,22031.0
222511.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 1,6.0,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,5.0,Ralph Northam,,,,,,,,,,No,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,107.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,,,South,Female,Black women,, Virginia,,Other,Election day exit poll,,,,,,Version 2,0.856207251548767,,,24017.0
222512.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,9.0,,College graduate,College graduate,More than High school graduate,White college degree,White men college graduates,,,,5.0,Ralph Northam,,,,,,,,,,No,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,,74.0,,,White,White,State questionnaire,White,White,White,,,,South,Male,White men,, Virginia,,,Election day exit poll,,,,,,Version 2,0.523500919342041,,,24244.0
222513.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,11.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,1.0,Ralph Northam,,,,,,,,,,No,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,29.0,,,White,White,State questionnaire,White,White,White,,,,South,Male,White men,, Virginia,,,Election day exit poll,,,,,,Version 4,1.07355058193207,,,22031.0
222514.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,6.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,5.0,Ralph Northam,,,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,107.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,,,South,Female,Black women,, Virginia,,Other,Election day exit poll,,,,,,Version 2,0.918339610099792,,,24017.0
222515.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,9.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,5.0,Ed Gillespie,,,,,,,,,,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,74.0,,,White,White,State questionnaire,White,White,White,,,,South,Female,White women,, Virginia,,,Election day exit poll,,,,,,Version 2,0.866438567638397,,,24244.0
222516.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,6.0,Left in place,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White men non college graduates,Unfavorable,Favorable,To express support for Donald Trump,4.0,Ed Gillespie,Yes,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Gun policy,No,Yes,Somewhat approve,Strongly or somewhat approve,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,9.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Only Ed Gillespie,Only Ed Gillespie or both of them,Only Ed Gillespie or neither of them,South,Male,White men,Married men, Virginia,Staying about the same,,Election day exit poll,Omit,Omit,Omit,Strongly or Somewhat approve,Strongly approve,Version 3,1.3912079334259,Yes,White Born-again/Evangelical Christians,24502.0
222517.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,9.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,5.0,Ed Gillespie,,,,,,,,,,No,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,,74.0,,,White,White,State questionnaire,White,White,White,,,,South,Female,White women,, Virginia,,,Election day exit poll,,,,,,Version 2,0.866438567638397,,,24244.0
222518.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,11.0,,College graduate,College graduate,More than High school graduate,White college degree,White women college graduates,,,,1.0,Ralph Northam,,,,,,,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,29.0,,,White,White,State questionnaire,White,White,White,,,,South,Female,White women,, Virginia,,,Election day exit poll,,,,,,Version 4,0.878578364849091,,,22031.0
222519.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,6.0,,High school or less,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,5.0,Ralph Northam,,,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,107.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,,,South,Female,Black women,, Virginia,,Other,Election day exit poll,,,,,,Version 2,0.918339610099792,,,24017.0
222521.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,9.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,5.0,Ralph Northam,,,,,,,,,,No,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,74.0,,,White,White,State questionnaire,White,White,White,,,,South,Male,White men,, Virginia,,,Election day exit poll,,,,,,Version 2,0.561489820480347,,,24244.0
